Geneid,control Evs Tx_1,control Evs Tx_2,control Evs Tx_3,IL-10 Evs Tx_1,IL-10 Evs Tx_2,IL-10 Evs Tx_3
ENSMUSG00000047989,159,165,118,164,172,134
ENSMUSG00000024613,31,35,32,50,63,40
ENSMUSG00000036412,0,0,0,0,0,0
ENSMUSG00000000420,1,0,1,4,1,3
ENSMUSG00000091363,0,0,0,0,0,0
ENSMUSG00000117570,626,725,715,782,627,882
ENSMUSG00000065532,0,0,0,0,0,0
ENSMUSG00000024273,295,375,407,579,493,457
ENSMUSG00000040446,1423,1547,1672,1976,1803,1904
ENSMUSG00002075893,4,0,0,2,0,0
ENSMUSG00000024270,0,0,0,0,0,0
ENSMUSG00000024617,3060,4071,3365,3489,4953,3225
ENSMUSG00000098247,0,0,0,0,0,0
ENSMUSG00000098475,0,0,0,0,0,0
ENSMUSG00000052026,3967,4870,4345,4594,6208,4416
ENSMUSG00000024619,219,257,260,282,283,302
ENSMUSG00000024271,0,0,0,0,0,0
ENSMUSG00000039616,0,0,0,0,0,0
ENSMUSG00002076538,0,0,0,0,0,0
ENSMUSG00000024620,405,506,538,562,612,680
ENSMUSG00000024621,7,17,20,13,12,10
ENSMUSG00000098389,0,0,0,0,0,0
ENSMUSG00000024622,364,361,419,480,486,353
ENSMUSG00000089125,0,0,0,0,0,0
ENSMUSG00000034320,6,3,6,5,3,8
ENSMUSG00000034295,3,0,11,10,3,2
ENSMUSG00000024575,8,22,13,13,11,14
ENSMUSG00000054745,0,0,0,0,0,0
ENSMUSG00002076216,0,0,0,0,0,0
ENSMUSG00000024269,0,0,0,0,0,0
ENSMUSG00000033871,5,2,13,3,0,0
ENSMUSG00002075787,0,0,0,0,0,0
ENSMUSG00000105200,0,0,0,0,0,0
ENSMUSG00000118286,0,0,2,0,0,0
ENSMUSG00000033632,37,42,49,61,28,60
ENSMUSG00000089908,0,0,0,0,0,0
ENSMUSG00000024268,0,0,6,1,2,0
ENSMUSG00000114306,0,0,0,0,0,1
ENSMUSG00002074964,0,0,0,0,0,0
ENSMUSG00000114511,0,0,0,0,0,0
ENSMUSG00000087121,0,0,0,0,0,0
ENSMUSG00000117410,0,0,0,0,0,0
ENSMUSG00000117604,0,0,0,0,0,0
ENSMUSG00000088098,0,0,0,0,0,0
ENSMUSG00000117516,0,0,0,0,0,0
ENSMUSG00000117346,0,0,0,0,0,0
ENSMUSG00000117646,0,0,0,0,0,0
ENSMUSG00000046636,0,0,0,0,0,0
ENSMUSG00000117529,0,0,0,0,0,0
ENSMUSG00000117467,0,0,0,0,0,0
ENSMUSG00000117416,0,0,0,0,0,0
ENSMUSG00000087940,0,2,0,0,2,2
ENSMUSG00000117449,0,0,0,0,0,0
ENSMUSG00000117348,0,0,0,0,0,0
ENSMUSG00000117550,0,0,0,0,0,0
ENSMUSG00000117478,0,0,0,0,0,0
ENSMUSG00000117473,0,0,0,0,0,0
ENSMUSG00000117638,0,0,0,0,0,0
ENSMUSG00000117618,0,0,0,0,0,0
ENSMUSG00000117554,0,0,0,0,0,0
ENSMUSG00000117626,0,0,0,0,0,0
ENSMUSG00000117465,0,0,0,0,0,0
ENSMUSG00000033628,0,0,0,0,0,0
ENSMUSG00000117345,0,0,0,0,0,0
ENSMUSG00000117419,0,0,0,0,0,0
ENSMUSG00000091785,0,0,0,0,0,0
ENSMUSG00000088126,0,0,0,0,0,0
ENSMUSG00000055771,0,0,0,0,0,0
ENSMUSG00000117526,0,0,0,0,0,0
ENSMUSG00000057455,0,0,0,0,0,0
ENSMUSG00000117502,0,0,0,0,0,0
ENSMUSG00002075774,0,0,0,0,0,0
ENSMUSG00000024261,1,2,1,2,5,6
ENSMUSG00000096934,513,480,521,639,549,589
ENSMUSG00000077169,5,3,8,6,4,6
ENSMUSG00000117576,153,225,206,242,200,269
ENSMUSG00000024259,272,384,372,431,407,430
ENSMUSG00000092124,0,0,0,0,0,0
ENSMUSG00000024578,0,0,0,0,0,0
ENSMUSG00000102778,0,0,0,0,0,0
ENSMUSG00000024579,0,0,0,0,0,0
ENSMUSG00000024580,0,0,0,1,0,4
ENSMUSG00000033032,0,1,0,0,0,0
ENSMUSG00000024260,1548,1584,1727,1992,1418,1998
ENSMUSG00000117533,1,1,1,2,0,14
ENSMUSG00000032735,41,22,21,31,37,17
ENSMUSG00000104035,0,0,0,0,0,0
ENSMUSG00000041915,377,539,543,681,577,587
ENSMUSG00000097748,0,0,0,0,0,0
ENSMUSG00000024258,0,0,0,0,0,0
ENSMUSG00000045629,2,0,1,2,10,0
ENSMUSG00000118370,0,0,0,0,0,0
ENSMUSG00000045730,0,0,0,0,0,0
ENSMUSG00000024400,29,54,21,33,35,33
ENSMUSG00000091561,0,0,0,0,0,0
ENSMUSG00000044982,0,0,0,2,0,0
ENSMUSG00000026322,6,6,7,1,1,2
ENSMUSG00000024395,300,313,332,377,397,484
ENSMUSG00000052229,795,908,982,1043,946,1164
ENSMUSG00000042211,0,0,0,2,2,1
ENSMUSG00000024388,193,234,261,312,263,267
ENSMUSG00000084824,0,0,0,2,2,0
ENSMUSG00000085300,0,0,2,0,2,0
ENSMUSG00000044176,0,0,0,0,0,0
ENSMUSG00000110576,0,0,0,0,0,0
ENSMUSG00000060201,0,0,0,0,0,0
ENSMUSG00000073551,0,0,0,0,0,0
ENSMUSG00000117712,0,0,0,0,0,0
ENSMUSG00000041789,0,0,0,0,0,0
ENSMUSG00000117671,0,0,0,0,0,0
ENSMUSG00000024384,1897,2019,2163,2320,2217,2332
ENSMUSG00000117481,2,0,0,0,2,2
ENSMUSG00000117650,344,451,494,665,569,567
ENSMUSG00000071847,0,0,0,0,0,0
ENSMUSG00000024386,57,69,71,69,36,83
ENSMUSG00000117606,0,0,0,0,0,2
ENSMUSG00000097363,0,0,0,0,0,0
ENSMUSG00000024383,12,9,9,4,25,7
ENSMUSG00000024382,2,0,3,2,3,0
ENSMUSG00002075437,22,11,22,19,30,21
ENSMUSG00000097413,0,0,1,0,0,0
ENSMUSG00000024581,0,0,0,0,0,0
ENSMUSG00000024381,9,7,4,8,22,1
ENSMUSG00000109238,4,2,1,0,1,0
ENSMUSG00000109232,0,0,2,0,0,0
ENSMUSG00000108896,0,0,0,0,0,0
ENSMUSG00000090523,0,0,0,0,0,0
ENSMUSG00000087715,0,0,0,0,0,0
ENSMUSG00000024379,0,0,0,0,0,0
ENSMUSG00000119098,0,0,0,0,0,0
ENSMUSG00000038299,0,0,0,0,0,0
ENSMUSG00000098252,0,0,0,0,0,0
ENSMUSG00000097710,0,0,0,0,0,0
ENSMUSG00000038128,0,0,0,0,0,0
ENSMUSG00002075498,0,0,0,0,0,0
ENSMUSG00000024378,0,0,0,0,0,0
ENSMUSG00000117730,0,0,0,0,0,0
ENSMUSG00000042834,0,0,0,0,0,0
ENSMUSG00000118292,0,0,0,0,0,0
ENSMUSG00000117689,0,0,0,0,0,0
ENSMUSG00000092819,0,0,0,0,0,0
ENSMUSG00000024376,0,0,0,0,0,0
ENSMUSG00000088501,0,0,0,0,0,0
ENSMUSG00000117961,0,0,0,0,0,0
ENSMUSG00000118246,0,0,0,0,0,0
ENSMUSG00000077263,0,0,0,0,0,0
ENSMUSG00000118054,0,0,0,0,0,0
ENSMUSG00000119457,2,9,16,9,9,12
ENSMUSG00000073607,2,6,1,5,1,14
ENSMUSG00000041482,0,0,1,0,0,0
ENSMUSG00000118039,0,0,0,0,0,0
ENSMUSG00000118336,0,0,0,0,0,0
ENSMUSG00000097980,0,0,0,0,0,0
ENSMUSG00000089156,0,0,0,0,0,0
ENSMUSG00002076873,0,0,0,0,0,0
ENSMUSG00000088726,2,3,2,6,1,4
ENSMUSG00000117875,801,1007,989,1129,1032,1144
ENSMUSG00000088656,0,0,0,0,0,0
ENSMUSG00000005871,500,666,724,745,618,797
ENSMUSG00000014504,149,136,155,125,139,167
ENSMUSG00000005873,13,7,12,6,9,12
ENSMUSG00000024583,449,539,487,567,665,638
ENSMUSG00000014503,3,2,1,2,0,0
ENSMUSG00000036501,676,690,758,834,1011,899
ENSMUSG00002076603,0,0,1,0,0,0
ENSMUSG00000012282,0,0,0,0,0,0
ENSMUSG00000035984,0,0,0,0,0,0
ENSMUSG00000049357,2,0,0,0,0,0
ENSMUSG00000040560,369,437,437,480,635,507
ENSMUSG00000117795,0,0,0,0,0,0
ENSMUSG00000117977,0,7,0,0,0,0
ENSMUSG00000118258,0,0,0,0,0,0
ENSMUSG00000119255,0,0,0,0,0,0
ENSMUSG00000117673,0,0,0,0,0,0
ENSMUSG00000118189,0,0,0,0,0,0
ENSMUSG00000086128,0,0,0,0,0,0
ENSMUSG00000118191,0,0,0,0,0,0
ENSMUSG00000118022,0,0,0,0,0,0
ENSMUSG00000056812,0,0,0,0,0,0
ENSMUSG00000118264,0,0,0,0,0,0
ENSMUSG00000045991,12,10,7,5,9,9
ENSMUSG00000118375,0,0,0,0,0,0
ENSMUSG00000060096,0,0,0,0,0,0
ENSMUSG00000003778,77,60,108,87,76,82
ENSMUSG00000024588,45,25,11,16,22,25
ENSMUSG00000003779,285,443,411,402,378,458
ENSMUSG00000024370,447,480,511,585,460,609
ENSMUSG00000064857,0,0,0,0,0,1
ENSMUSG00000024587,0,0,0,0,0,0
ENSMUSG00000039529,0,0,0,0,0,1
ENSMUSG00000117808,0,0,0,0,0,4
ENSMUSG00000118133,0,0,0,0,0,0
ENSMUSG00000118224,0,0,0,0,0,0
ENSMUSG00000118356,0,0,0,0,0,0
ENSMUSG00000117766,0,0,0,0,0,0
ENSMUSG00000118900,0,0,0,0,0,0
ENSMUSG00000088304,0,0,0,0,0,0
ENSMUSG00000118045,0,0,0,0,0,0
ENSMUSG00000038773,23014,24972,27712,31375,21907,33073
ENSMUSG00000038555,0,0,0,0,0,0
ENSMUSG00000038418,1,1,0,0,0,1
ENSMUSG00000024360,2,2,0,0,0,0
ENSMUSG00000024359,0,0,0,0,0,0
ENSMUSG00000089239,0,0,0,0,0,0
ENSMUSG00000065904,0,0,0,0,0,0
ENSMUSG00000118145,0,0,0,0,0,0
ENSMUSG00000118380,2,0,0,0,2,0
ENSMUSG00000037815,10,23,16,15,3,21
ENSMUSG00000071862,6,2,4,0,3,0
ENSMUSG00000117876,1,4,0,1,0,1
ENSMUSG00000024357,12,4,17,9,2,3
ENSMUSG00000117731,8,4,1,0,4,5
ENSMUSG00000118184,6,3,8,3,0,2
ENSMUSG00000118386,0,0,1,1,0,0
ENSMUSG00000060275,0,0,0,0,0,0
ENSMUSG00000117852,0,0,0,0,0,0
ENSMUSG00000043991,0,8,0,1,4,10
ENSMUSG00000110185,889,1037,883,1082,1100,1070
ENSMUSG00000046727,2,1,0,0,2,4
ENSMUSG00000024346,3,2,2,2,0,5
ENSMUSG00000024485,2643,2776,2790,3273,3119,3289
ENSMUSG00000024483,3066,3758,3737,4243,4255,4282
ENSMUSG00000085172,16,2,10,11,5,2
ENSMUSG00000117942,5,1,3,4,1,8
ENSMUSG00000090264,0,4,0,0,1,2
ENSMUSG00000006050,0,0,0,2,0,3
ENSMUSG00000117679,0,0,1,0,1,1
ENSMUSG00000033272,0,2,1,0,0,1
ENSMUSG00000044719,0,0,0,0,1,0
ENSMUSG00000051439,0,0,0,0,0,0
ENSMUSG00000006850,0,0,0,0,0,0
ENSMUSG00000014294,0,0,0,0,0,0
ENSMUSG00000024589,159,220,230,264,212,265
ENSMUSG00000117895,0,2,0,0,0,0
ENSMUSG00000065402,0,0,0,0,0,0
ENSMUSG00000032845,138,118,153,153,188,186
ENSMUSG00000118101,9,5,15,20,10,2
ENSMUSG00000024474,0,0,0,0,0,0
ENSMUSG00000117971,399,378,408,459,481,430
ENSMUSG00000118163,0,0,0,0,0,0
ENSMUSG00000117721,0,0,0,0,0,0
ENSMUSG00000118285,0,0,0,0,0,0
ENSMUSG00000093283,0,0,0,0,0,0
ENSMUSG00000042660,0,0,0,0,0,0
ENSMUSG00000044595,0,0,0,0,0,0
ENSMUSG00000001380,0,0,0,0,0,0
ENSMUSG00000019143,0,0,0,1,0,2
ENSMUSG00000001383,0,0,0,0,0,0
ENSMUSG00000032688,7,8,10,16,4,8
ENSMUSG00002074846,0,0,0,0,0,0
ENSMUSG00002075575,0,0,0,0,0,0
ENSMUSG00000063514,0,0,0,0,1,0
ENSMUSG00000118389,5,0,1,2,7,2
ENSMUSG00000117860,0,0,0,0,0,0
ENSMUSG00000118179,0,0,0,0,0,0
ENSMUSG00000117992,0,0,0,0,0,0
ENSMUSG00000103442,0,0,0,0,0,0
ENSMUSG00000103386,0,0,0,0,0,0
ENSMUSG00000104148,0,0,0,0,0,0
ENSMUSG00000102312,0,0,0,0,0,0
ENSMUSG00000104252,0,0,0,0,0,0
ENSMUSG00000102634,0,0,0,0,0,0
ENSMUSG00000103458,0,0,0,0,0,0
ENSMUSG00000103092,0,0,0,0,0,0
ENSMUSG00000103384,0,0,0,0,0,0
ENSMUSG00000103707,0,0,0,0,0,0
ENSMUSG00000102836,0,0,0,0,0,0
ENSMUSG00000104318,0,0,0,0,0,0
ENSMUSG00000103125,0,0,0,0,0,0
ENSMUSG00000104240,0,0,0,0,0,0
ENSMUSG00000103800,0,0,0,0,0,0
ENSMUSG00000103770,0,0,0,0,0,0
ENSMUSG00000007440,0,0,0,0,0,0
ENSMUSG00000073594,0,0,0,0,0,0
ENSMUSG00000102206,0,0,0,0,0,0
ENSMUSG00000103601,0,0,0,0,0,0
ENSMUSG00000042439,0,6,6,4,10,15
ENSMUSG00000103194,0,0,0,0,0,1
ENSMUSG00000118234,0,0,0,0,0,0
ENSMUSG00000117775,0,0,0,0,0,0
ENSMUSG00000103310,0,0,0,0,0,0
ENSMUSG00000102232,0,0,0,0,0,0
ENSMUSG00000046610,0,0,0,0,0,0
ENSMUSG00000118208,0,0,0,0,0,0
ENSMUSG00000103255,0,0,0,0,0,0
ENSMUSG00000102697,0,0,0,0,0,0
ENSMUSG00000103456,0,0,0,0,0,0
ENSMUSG00000051663,0,0,0,2,0,0
ENSMUSG00000051599,0,0,0,0,0,0
ENSMUSG00000045498,0,0,0,0,0,0
ENSMUSG00000104264,0,0,0,0,0,0
ENSMUSG00000045689,0,0,0,0,0,0
ENSMUSG00000063687,0,0,0,0,0,0
ENSMUSG00000051678,0,0,0,0,0,0
ENSMUSG00000045062,6,0,1,2,2,0
ENSMUSG00000045876,0,0,0,0,0,0
ENSMUSG00000051242,0,0,0,0,0,0
ENSMUSG00000024516,2,0,0,0,0,0
ENSMUSG00000045657,0,0,0,0,0,0
ENSMUSG00000117751,0,0,0,0,0,0
ENSMUSG00000051486,0,0,0,0,0,0
ENSMUSG00000117866,0,0,0,0,0,0
ENSMUSG00000103985,0,0,0,0,0,0
ENSMUSG00000103483,0,0,0,0,0,0
ENSMUSG00000117910,0,0,0,0,0,0
ENSMUSG00000118170,207,186,213,271,232,281
ENSMUSG00000043458,0,0,0,0,0,0
ENSMUSG00000047307,0,0,0,0,1,0
ENSMUSG00000044043,0,1,0,0,0,1
ENSMUSG00000047033,0,0,0,0,0,0
ENSMUSG00000047910,0,0,0,0,0,0
ENSMUSG00000046387,0,2,0,0,0,0
ENSMUSG00000024517,0,0,0,0,0,0
ENSMUSG00000087746,0,0,0,0,0,0
ENSMUSG00000048347,0,0,0,0,0,0
ENSMUSG00000117734,0,0,0,0,0,0
ENSMUSG00000117846,0,0,0,0,0,0
ENSMUSG00000043313,0,0,0,0,2,0
ENSMUSG00000118162,842,987,1006,1038,926,1254
ENSMUSG00000046191,10,5,9,10,4,4
ENSMUSG00000044022,0,0,4,2,4,0
ENSMUSG00000073591,66,58,116,113,83,101
ENSMUSG00000024518,624,746,860,808,822,950
ENSMUSG00000104225,6,9,8,16,3,2
ENSMUSG00000097907,2,0,6,3,2,3
ENSMUSG00000050304,0,0,0,0,0,0
ENSMUSG00000051316,0,2,0,0,0,0
ENSMUSG00000024519,12,18,10,18,23,22
ENSMUSG00000102827,0,0,0,0,0,0
ENSMUSG00000073590,0,0,0,2,0,0
ENSMUSG00000103144,0,0,0,0,0,0
ENSMUSG00000103956,0,0,0,0,0,0
ENSMUSG00000103332,0,0,0,0,0,0
ENSMUSG00000104346,761,893,963,1251,1072,1092
ENSMUSG00000103037,0,0,6,2,4,1
ENSMUSG00000103677,20,27,13,12,18,33
ENSMUSG00000102748,75,80,65,102,94,95
ENSMUSG00000103567,5,6,4,0,0,4
ENSMUSG00000118501,1,0,2,0,3,2
ENSMUSG00000088493,0,0,0,0,4,0
ENSMUSG00000103793,1496,1815,1827,2099,2032,1964
ENSMUSG00000104512,5,3,5,5,3,2
ENSMUSG00000103472,22,16,21,15,12,22
ENSMUSG00000103585,2093,2792,2897,2662,3067,3093
ENSMUSG00000041891,251,255,276,272,258,293
ENSMUSG00000117907,0,0,0,0,0,0
ENSMUSG00000103897,419,526,464,482,507,549
ENSMUSG00000103749,2,0,14,8,8,0
ENSMUSG00000046318,0,1,0,0,0,0
ENSMUSG00000117764,0,0,0,0,0,0
ENSMUSG00000076147,0,0,0,0,0,0
ENSMUSG00000085055,0,3,2,0,0,0
ENSMUSG00000117680,0,0,0,0,0,0
ENSMUSG00000118228,0,0,0,0,0,0
ENSMUSG00000117665,0,0,0,0,0,0
ENSMUSG00000118218,0,0,0,0,0,0
ENSMUSG00000024521,0,0,0,0,0,0
ENSMUSG00000117884,0,0,0,0,0,0
ENSMUSG00000102440,2,2,6,2,6,0
ENSMUSG00000118376,0,0,0,0,0,0
ENSMUSG00000117918,0,0,0,0,0,0
ENSMUSG00000118148,0,0,0,0,0,0
ENSMUSG00000089387,0,0,0,0,0,0
ENSMUSG00000118187,0,0,0,0,0,0
ENSMUSG00000117843,0,0,0,0,0,0
ENSMUSG00000118349,0,0,0,0,0,0
ENSMUSG00000118201,0,0,0,0,0,0
ENSMUSG00000117750,0,0,0,0,0,0
ENSMUSG00000117737,0,0,0,0,0,0
ENSMUSG00002075864,0,0,0,0,0,0
ENSMUSG00000117968,0,0,0,0,0,0
ENSMUSG00000047259,0,0,0,0,0,0
ENSMUSG00000118216,0,0,0,0,0,0
ENSMUSG00000117798,0,0,0,0,0,0
ENSMUSG00000117868,0,0,0,0,0,0
ENSMUSG00000117815,2181,2465,2521,3061,2559,3119
ENSMUSG00000103088,1,0,4,0,1,0
ENSMUSG00000097330,0,0,8,0,0,0
ENSMUSG00000102222,0,0,0,0,0,0
ENSMUSG00000104063,1,1,2,0,2,3
ENSMUSG00000102742,938,1184,1291,1204,1232,1182
ENSMUSG00000103081,1162,1200,1282,1398,1519,1397
ENSMUSG00000102428,835,923,930,1059,1213,1089
ENSMUSG00000103309,2,0,0,1,0,0
ENSMUSG00000102918,417,446,520,569,523,565
ENSMUSG00000024524,0,0,2,0,3,0
ENSMUSG00000117982,0,0,0,0,0,0
ENSMUSG00000118131,0,5,4,1,11,0
ENSMUSG00000119766,0,0,0,0,0,0
ENSMUSG00000117757,0,0,0,0,0,0
ENSMUSG00000109901,0,0,0,0,0,0
ENSMUSG00000062526,15,25,16,30,13,24
ENSMUSG00000023036,4,8,10,10,11,6
ENSMUSG00000024525,39,23,21,40,31,34
ENSMUSG00000046415,6,4,6,3,6,5
ENSMUSG00000024526,42,30,49,56,40,51
ENSMUSG00000001473,0,0,0,0,4,0
ENSMUSG00000024527,8,0,6,6,5,5
ENSMUSG00002076292,0,0,0,0,0,0
ENSMUSG00000102543,294,283,308,342,281,365
ENSMUSG00000024530,15,26,28,27,27,34
ENSMUSG00000102828,0,0,0,0,0,0
ENSMUSG00000102713,114,130,114,105,115,144
ENSMUSG00000024533,185,178,276,232,195,247
ENSMUSG00000091695,325,366,336,378,361,464
ENSMUSG00000073542,33,25,17,27,42,46
ENSMUSG00000024456,523,664,708,811,848,735
ENSMUSG00000098706,0,0,0,0,0,0
ENSMUSG00000117686,0,0,0,0,0,0
ENSMUSG00000024537,672,766,725,851,773,930
ENSMUSG00000024454,0,0,0,0,0,0
ENSMUSG00000024539,211,245,251,333,345,302
ENSMUSG00000079614,0,0,0,0,0,0
ENSMUSG00000044024,0,0,0,0,0,0
ENSMUSG00000024542,0,0,0,0,0,0
ENSMUSG00000118326,0,0,0,0,0,0
ENSMUSG00000024544,0,0,0,0,1,0
ENSMUSG00000117891,0,0,0,0,1,0
ENSMUSG00000118306,6,13,6,6,7,14
ENSMUSG00000038524,0,2,2,2,6,0
ENSMUSG00000045569,0,0,0,0,0,0
ENSMUSG00000118288,0,0,0,0,0,0
ENSMUSG00000118041,0,0,0,0,0,0
ENSMUSG00000118317,0,0,0,0,0,0
ENSMUSG00000099300,0,0,0,0,0,0
ENSMUSG00000118102,4,0,0,0,0,0
ENSMUSG00000024546,1,1,3,1,4,2
ENSMUSG00000098366,0,0,0,0,0,0
ENSMUSG00002075616,0,0,0,0,0,0
ENSMUSG00000110211,0,0,0,0,0,0
ENSMUSG00000117889,0,0,0,0,0,0
ENSMUSG00000117970,0,2,0,0,0,0
ENSMUSG00000098060,0,0,2,0,3,0
ENSMUSG00000024451,3,0,0,0,0,0
ENSMUSG00000098608,0,0,0,0,0,0
ENSMUSG00000098297,0,0,0,0,0,0
ENSMUSG00000118056,0,0,0,0,0,0
ENSMUSG00000051375,2628,2883,3064,3333,3121,3314
ENSMUSG00000066475,0,0,0,0,0,0
ENSMUSG00000024442,0,0,0,0,1,1
ENSMUSG00000024440,0,1,4,0,0,2
ENSMUSG00000060450,809,1057,992,970,977,1231
ENSMUSG00000089296,0,0,1,0,0,0
ENSMUSG00000052102,1206,1276,1360,1528,1189,1542
ENSMUSG00002076358,0,0,0,0,0,0
ENSMUSG00000118140,0,0,0,0,0,0
ENSMUSG00000024425,2,11,1,0,4,2
ENSMUSG00000117986,0,0,0,0,0,0
ENSMUSG00000118112,0,0,0,0,0,0
ENSMUSG00000024431,0,0,0,0,0,0
ENSMUSG00000117922,0,0,0,0,0,0
ENSMUSG00000117983,0,0,0,0,0,2
ENSMUSG00000051732,0,0,0,0,0,2
ENSMUSG00000118015,0,0,0,0,0,0
ENSMUSG00000118042,384,434,446,480,466,515
ENSMUSG00000117838,0,0,0,0,0,0
ENSMUSG00000024487,0,0,0,0,0,0
ENSMUSG00000117674,0,0,0,0,0,0
ENSMUSG00000051401,6,3,4,0,0,4
ENSMUSG00000117943,0,2,0,0,0,0
ENSMUSG00000118315,0,0,1,0,0,0
ENSMUSG00000118202,0,0,0,0,0,0
ENSMUSG00000117847,0,0,0,0,0,0
ENSMUSG00000095150,0,0,0,0,0,0
ENSMUSG00002076547,0,0,0,0,0,0
ENSMUSG00000118091,0,0,0,0,0,0
ENSMUSG00002075393,0,0,0,0,0,0
ENSMUSG00002075105,0,0,0,0,0,0
ENSMUSG00000118299,0,0,0,0,0,0
ENSMUSG00000117677,0,0,0,0,0,0
ENSMUSG00000117708,0,0,0,0,0,0
ENSMUSG00000117745,0,1,2,0,4,0
ENSMUSG00000056671,0,0,0,0,0,0
ENSMUSG00000118266,0,0,0,0,0,0
ENSMUSG00000073574,0,0,0,0,0,0
ENSMUSG00000057719,1202,1358,1499,1786,1369,1753
ENSMUSG00000034339,0,0,0,1,0,0
ENSMUSG00000059455,4,7,21,7,7,12
ENSMUSG00000117660,143,119,140,173,136,203
ENSMUSG00000117753,4,0,0,2,0,2
ENSMUSG00000024493,4,2,1,3,0,4
ENSMUSG00000096699,0,0,0,0,0,0
ENSMUSG00000024491,0,0,0,0,0,0
ENSMUSG00002075016,0,0,0,0,0,0
ENSMUSG00000024497,32,24,53,22,38,51
ENSMUSG00000056849,250,223,242,267,261,270
ENSMUSG00000118058,0,0,0,0,0,0
ENSMUSG00000024498,0,0,0,0,0,0
ENSMUSG00002076197,0,0,0,0,0,0
ENSMUSG00000042816,0,0,0,0,0,0
ENSMUSG00000117719,0,0,0,0,0,0
ENSMUSG00000117882,0,0,0,0,0,0
ENSMUSG00000117926,0,0,0,0,0,0
ENSMUSG00000024500,0,0,0,0,0,0
ENSMUSG00000084959,0,0,0,0,0,0
ENSMUSG00000117792,5,12,8,11,10,13
ENSMUSG00000119082,0,0,0,0,0,0
ENSMUSG00000048188,0,0,0,0,0,0
ENSMUSG00000039954,0,0,0,0,0,0
ENSMUSG00000024501,2,0,3,0,2,2
ENSMUSG00000097891,0,0,0,0,0,0
ENSMUSG00000043424,0,0,0,0,0,0
ENSMUSG00002076479,0,0,0,0,0,0
ENSMUSG00000118018,0,0,0,0,0,0
ENSMUSG00000024502,0,0,0,0,0,0
ENSMUSG00000024503,0,0,0,0,0,0
ENSMUSG00002075964,0,0,0,0,0,0
ENSMUSG00000038791,0,2,0,0,0,2
ENSMUSG00000071858,0,0,0,0,0,0
ENSMUSG00000117902,80,126,152,131,152,180
ENSMUSG00000118043,85,142,172,188,149,216
ENSMUSG00000118006,0,0,0,0,0,0
ENSMUSG00000055561,0,0,0,0,0,0
ENSMUSG00000051050,0,0,0,0,0,0
ENSMUSG00000024472,0,0,0,0,0,0
ENSMUSG00000071856,5,2,1,0,1,0
ENSMUSG00000117832,0,0,0,0,0,0
ENSMUSG00000107325,0,0,0,0,0,0
ENSMUSG00000034653,0,0,0,0,0,0
ENSMUSG00000118013,0,0,0,0,0,0
ENSMUSG00000118188,0,0,0,0,0,0
ENSMUSG00000117929,0,0,0,0,0,0
ENSMUSG00000098244,0,0,0,0,0,0
ENSMUSG00000118034,0,0,0,0,0,0
ENSMUSG00000118143,0,0,0,0,0,0
ENSMUSG00000054477,0,0,0,0,0,0
ENSMUSG00000073569,0,0,0,0,0,0
ENSMUSG00000117844,0,0,0,0,0,0
ENSMUSG00000118074,0,0,0,0,0,0
ENSMUSG00000098284,0,0,0,0,0,0
ENSMUSG00000118037,0,0,0,0,0,0
ENSMUSG00000088649,0,0,0,0,0,0
ENSMUSG00000104009,2,3,3,4,7,4
ENSMUSG00000033949,60,56,95,90,86,73
ENSMUSG00000103616,0,0,0,0,0,0
ENSMUSG00000024477,3,10,19,17,28,18
ENSMUSG00000071855,8,4,17,16,21,7
ENSMUSG00000117742,0,0,0,0,0,0
ENSMUSG00000118282,0,2,0,0,0,0
ENSMUSG00000118002,302,391,375,463,265,472
ENSMUSG00002075435,0,0,0,0,0,0
ENSMUSG00000046487,633,680,687,809,632,922
ENSMUSG00002076599,8,1,4,4,11,6
ENSMUSG00000118116,0,0,0,0,0,1
ENSMUSG00000033319,0,2,0,0,6,3
ENSMUSG00000033022,0,0,0,0,0,0
ENSMUSG00000032905,0,0,0,0,0,0
ENSMUSG00000024480,0,0,0,0,0,0
ENSMUSG00000117429,0,0,0,0,0,0
ENSMUSG00000117599,0,0,0,0,0,0
ENSMUSG00000117372,0,0,0,0,0,0
ENSMUSG00000024481,8,5,1,2,2,9
ENSMUSG00000119886,0,0,0,0,0,0
ENSMUSG00000117630,0,0,0,0,0,0
ENSMUSG00000073568,2,0,1,0,0,0
ENSMUSG00000117411,0,0,0,0,0,0
ENSMUSG00000117588,0,0,0,0,0,0
ENSMUSG00000042705,0,0,0,0,0,0
ENSMUSG00000087857,0,0,0,0,0,0
ENSMUSG00000117621,0,0,0,0,0,0
ENSMUSG00000117377,0,0,0,0,0,0
ENSMUSG00000117350,0,0,0,0,0,0
ENSMUSG00002075683,0,0,0,0,0,0
ENSMUSG00000019647,15,15,20,34,22,29
ENSMUSG00000117515,0,0,0,0,0,0
ENSMUSG00000117474,0,0,0,0,0,0
ENSMUSG00000117602,0,0,0,0,0,0
ENSMUSG00000118180,0,0,0,0,0,0
ENSMUSG00000118259,0,0,0,0,0,0
ENSMUSG00000117765,0,0,0,0,0,0
ENSMUSG00000118139,0,0,0,0,0,0
ENSMUSG00000118113,0,0,0,0,0,0
ENSMUSG00000118110,0,0,0,0,0,0
ENSMUSG00000118267,0,0,0,0,0,0
ENSMUSG00000059040,0,0,0,0,0,0
