Geneid,control cells_1,control cells_2,control cells_3,LPS cells_1,LPS cells_2,LPS cells_3,IL-10 cells_1,IL-10 cells_2,IL-10 cells_3,TGFB cells_1,TGFB cells_2,TGFB cells_3
mmu-mir-200a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-200b,2,2,2,3,1,3,2,0,1,1,3,2
mmu-mir-7658,3,1,0,0,0,0,0,0,0,0,1,2
mmu-mir-879,0,2,0,0,0,0,0,0,0,0,0,0
mmu-mir-671,6,15,8,9,9,8,10,11,10,12,7,12
mmu-mir-1960,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5625,1,0,0,2,0,3,2,2,1,7,0,2
mmu-mir-3473e,1,0,0,0,0,0,0,1,0,0,0,0
mmu-mir-7024,0,0,1,1,0,0,1,0,0,2,3,0
mmu-mir-7036b,0,0,0,0,5,5,0,0,0,0,0,2
mmu-mir-467g,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3097,0,1,1,0,0,0,0,0,0,0,0,0
mmu-mir-7689,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6414,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-218-1,0,0,0,0,0,0,2,0,0,0,0,0
mmu-mir-8117,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6417,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-574,245,358,204,113,84,131,293,245,289,166,201,182
mmu-mir-7025,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5098,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1187,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3969,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-6415,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1961,4,8,4,24,34,36,1,2,0,0,3,0
mmu-mir-703,75,119,72,75,42,56,55,44,38,112,76,139
mmu-mir-5619,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7026,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-701,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7229,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7230,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7027,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7028,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6240,439,476,386,878,972,1090,368,351,377,419,497,515
mmu-mir-7029,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7030,0,0,0,1,0,0,0,0,0,0,0,0
mmu-mir-7031,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-8115,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7647,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7032,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3965,0,0,0,0,0,0,0,0,0,0,0,1
mmu-mir-7228,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7033,4,10,5,25,37,58,3,6,1,3,1,1
mmu-mir-7034,0,1,0,1,3,1,2,0,2,0,1,0
mmu-mir-7035,0,0,0,0,2,0,0,0,0,0,0,1
mmu-mir-721,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-702,16,24,16,3,2,4,15,6,14,8,10,23
mmu-mir-8116,0,0,0,2,0,0,0,0,0,0,0,0
mmu-mir-7036a,1,4,1,1,3,1,2,1,0,2,1,1
mmu-mir-6418,1,3,4,2,0,0,3,3,0,6,0,0
mmu-mir-25,4102,5769,4522,3094,2106,2899,5019,4683,4753,4783,5872,5431
mmu-mir-93,339,447,359,230,181,169,393,292,357,394,528,507
mmu-mir-106b,179,186,142,88,91,86,125,109,98,93,129,113
mmu-mir-339,26,30,24,5,6,13,37,53,41,36,50,35
mmu-mir-7037,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7038,0,1,0,0,0,1,0,0,0,0,1,0
mmu-mir-7039,0,0,0,0,0,0,0,0,0,0,0,0
mmu-let-7k,44,62,35,22,24,30,51,47,40,24,35,47
mmu-mir-653,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-489,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6370,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-592,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-129-1,1,2,1,0,1,0,0,3,2,1,2,2
mmu-mir-182,68,86,86,67,41,75,91,115,118,66,87,85
mmu-mir-96,21,10,18,9,8,11,18,15,12,15,18,10
mmu-mir-183,2478,3083,2506,1346,1074,1133,3013,2854,3330,2300,2661,2447
mmu-mir-335,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-29a,243,296,268,271,166,214,342,261,355,244,317,256
mmu-mir-29b-1,58,49,70,70,70,68,67,45,64,28,40,33
mmu-mir-490,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7670,0,0,0,1,0,0,0,0,0,1,0,1
mmu-mir-704,0,0,0,0,0,0,0,0,2,0,0,0
mmu-mir-6371,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-148a,0,0,0,0,0,0,0,0,0,0,1,0
mmu-mir-196b,4,8,3,4,2,3,6,4,2,5,4,6
mmu-mir-8112,72,111,73,52,54,68,51,52,69,55,87,68
mmu-mir-7232,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-468,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7040,1,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-3470a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6374,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-705,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-6375,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6376,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7041,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6373,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7661,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7042,0,0,0,0,0,0,0,0,0,2,1,0
mmu-mir-7660,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7043,0,1,1,1,0,0,0,1,0,0,1,0
mmu-mir-7044,1,0,0,0,0,0,1,0,1,0,0,0
mmu-mir-706,0,0,0,1,0,0,0,0,0,0,0,0
mmu-mir-7231,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-141,0,0,0,2,0,0,0,0,4,0,0,0
mmu-mir-200c,9,3,0,9,1,7,2,4,3,5,7,5
mmu-mir-7045,0,0,0,0,1,0,0,0,0,1,0,1
mmu-mir-3098,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8113,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-7233,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7649,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-680-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-290a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-290b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-291a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-292a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-292b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-291b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-293,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-294,0,0,0,0,2,0,0,0,0,0,0,0
mmu-mir-295,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-935,59,60,38,18,22,26,76,62,78,49,71,50
mmu-mir-3572,0,0,0,2,0,0,0,2,0,0,0,0
mmu-mir-3099,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5620,0,1,0,0,1,3,2,3,3,3,1,1
mmu-mir-297a-1,2,3,1,0,0,0,4,0,1,2,0,4
mmu-mir-3100,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-330,53,67,66,33,17,25,47,54,65,45,66,42
mmu-mir-343,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7046,2,7,8,3,1,5,4,2,0,3,6,5
mmu-mir-7047,2,0,0,0,0,0,0,0,0,0,1,0
mmu-mir-6537,0,0,0,0,0,0,0,0,1,0,0,0
mmu-mir-7048,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3101,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1191a,1,0,0,0,0,0,0,0,4,0,0,0
mmu-mir-7049,0,0,0,0,0,0,0,0,1,0,0,0
mmu-mir-1963,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1964,2,5,3,0,0,0,3,1,2,1,3,5
mmu-mir-7668,2,2,1,1,1,2,0,0,1,1,0,0
mmu-mir-9769,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3569,0,0,0,0,0,1,1,0,0,0,0,0
mmu-mir-7050,0,1,1,0,0,0,0,0,0,1,0,0
mmu-mir-7051,1,3,0,0,1,0,0,0,4,1,0,1
mmu-mir-7052,0,0,0,0,0,0,0,1,0,0,0,0
mmu-mir-7053,0,0,1,0,1,0,0,0,0,0,0,0
mmu-mir-707,0,0,0,0,0,0,0,0,1,0,0,0
mmu-mir-7054,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-150,0,2,2,0,0,1,1,0,2,1,0,0
mmu-mir-5121,9092,14171,8192,3235,3195,4272,7489,6963,6265,6380,6009,6445
mmu-mir-7055,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7056,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6238,181,156,141,168,177,277,105,86,110,118,234,235
mmu-mir-6389,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344d-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344d-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344d-3,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344e,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344h-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344h-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344c,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344g,0,0,0,0,0,0,1,0,0,0,0,0
mmu-mir-344f,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-344i,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-211,0,0,0,1,0,0,0,0,0,0,0,0
mmu-mir-6416,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7057,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7234,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7a-2,95,93,80,174,97,142,145,81,102,41,70,80
mmu-mir-9-3,0,0,3,0,0,0,0,0,0,0,0,0
mmu-mir-1839,436,800,444,355,297,307,428,410,428,536,429,389
mmu-mir-708,0,0,0,0,0,0,1,0,0,0,0,0
mmu-mir-6394,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-326,283,424,340,43,42,34,217,122,317,155,177,180
mmu-mir-3102,1,2,0,9,4,1,6,3,2,0,1,2
mmu-mir-139,27,24,19,38,35,33,25,28,30,10,18,18
mmu-mir-7058,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7059,0,0,1,0,0,0,0,2,0,0,0,1
mmu-mir-7060,0,0,1,1,0,0,0,1,0,0,0,0
mmu-mir-762,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3103,2,1,0,0,0,0,1,0,0,0,1,0
mmu-mir-7061,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1962,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6401,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7686,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-202,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-7062,0,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-210,992,1069,854,65,85,30,570,203,489,304,141,213
mmu-mir-7063,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3104,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-675,0,0,0,0,0,0,0,1,0,0,0,0
mmu-mir-483,0,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-7064,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-6404,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3105,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7654,7,15,12,12,11,8,16,6,20,8,12,10
mmu-mir-7238,0,2,3,5,0,2,0,1,2,2,1,1
mmu-mir-9768,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7065,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1968,0,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-3106,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-486a,0,0,0,0,0,0,0,0,2,0,0,0
mmu-mir-486b,0,0,0,0,0,0,0,0,2,0,0,0
mmu-mir-8108,0,0,1,0,1,1,0,0,0,0,0,1
mmu-mir-6395,0,1,1,0,0,0,1,0,2,0,0,1
mmu-mir-383,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7666,13,25,8,1,3,4,6,12,4,9,10,6
mmu-mir-710,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7066,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7240,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7067,24,59,37,27,16,35,21,21,20,48,28,36
mmu-mir-1969,0,0,0,0,0,0,0,0,2,0,0,0
mmu-mir-6769b,0,1,0,0,0,0,1,1,0,1,0,0
mmu-mir-7068,1,1,3,2,3,4,1,2,6,0,1,0
mmu-mir-28b,0,0,0,0,0,1,1,1,0,0,1,0
mmu-mir-1668,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-8111,3,1,1,0,0,1,0,0,2,1,0,0
mmu-mir-1199,0,1,0,2,0,1,1,1,0,0,2,0
mmu-mir-709,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-181d,4,0,1,2,2,3,3,4,3,6,4,4
mmu-mir-181c,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-23a,6305,8925,6961,3890,2539,3657,8853,8190,8915,8222,10684,8899
mmu-mir-27a,242,227,226,124,99,109,311,227,304,186,266,220
mmu-mir-24-2,5537,7116,5747,2562,2008,2385,6632,6071,6188,5672,6836,6056
mmu-mir-3074-2,1,0,1,1,0,0,0,1,2,0,2,1
mmu-mir-7069,0,0,1,0,0,0,1,0,1,0,2,0
mmu-mir-7070,3,3,1,0,1,4,3,3,1,5,3,5
mmu-mir-8109,1,3,0,1,1,2,2,1,1,1,0,7
mmu-mir-7071,0,1,3,1,0,0,1,1,0,3,0,2
mmu-mir-8110,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-138-2,7,6,2,3,8,9,13,3,7,11,2,6
mmu-mir-7072,3,3,1,1,2,0,3,2,0,0,2,0
mmu-mir-7073,1,2,0,0,0,0,2,1,0,0,1,0
mmu-mir-328,1428,1838,1348,416,378,426,1420,1008,1817,1391,1644,1337
mmu-mir-1966,0,0,0,0,1,0,1,0,0,1,0,0
mmu-mir-7074,0,0,0,0,0,0,0,1,0,0,0,0
mmu-mir-7075,8,11,9,6,4,6,4,12,12,4,6,4
mmu-mir-140,150,175,138,61,55,62,137,134,111,124,129,165
mmu-mir-3108,0,0,0,0,0,1,0,0,0,0,0,0
mmu-mir-3473d,10,9,6,6,3,4,12,13,3,1,4,10
mmu-mir-1957b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7076,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7077,0,2,0,0,0,0,0,0,0,0,0,0
mmu-mir-7078,0,1,0,3,2,0,0,2,2,1,0,1
mmu-mir-7687,0,1,1,0,5,0,0,0,2,2,1,5
mmu-mir-7237,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6396,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7079,0,6,1,5,2,1,0,0,2,0,1,2
mmu-mir-7080,0,0,0,1,0,0,0,0,0,0,0,0
mmu-mir-1967,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-21c,0,0,0,1,1,1,1,0,0,0,0,0
mmu-mir-1903,35,31,23,26,9,8,38,40,20,8,14,27
mmu-mir-101c,4,8,4,0,2,4,9,9,8,2,7,2
mmu-mir-5618,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1899,0,0,0,0,0,0,0,0,1,0,0,0
mmu-mir-6237,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7650,11,31,14,9,18,29,5,6,13,15,17,14
mmu-mir-7081,0,0,0,0,0,0,0,0,0,0,0,1
mmu-mir-1900,0,0,1,0,0,0,0,0,1,0,0,0
mmu-mir-7082,3,3,1,1,0,2,2,1,0,1,2,0
mmu-mir-199a-1,50,96,59,37,23,19,102,85,90,44,92,73
mmu-mir-1946b,0,0,0,1,0,1,0,0,0,0,0,0
mmu-mir-7083,0,0,0,1,0,1,0,0,0,0,0,0
mmu-mir-7084,2,0,1,0,0,1,0,0,0,0,0,0
mmu-mir-100,0,5,3,1,0,0,1,1,3,3,0,0
mmu-let-7a-2,32874,45468,33841,21601,16312,19219,45570,47898,48466,33226,40089,35370
mmu-mir-125b-1,14,22,17,4,5,3,12,10,17,4,9,7
mmu-mir-7085,2,3,0,0,0,0,1,0,0,0,0,0
mmu-mir-7086,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7087,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-34c,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-34b,0,0,0,1,0,0,0,0,0,0,1,0
mmu-mir-6244,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-130c,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5710,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6385,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5133,3,2,5,1,1,1,2,0,0,1,1,2
mmu-mir-190a,0,6,3,4,1,3,2,3,2,3,2,1
mmu-mir-7241,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7242,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3109,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-5626,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-184,0,2,0,0,0,0,1,0,0,1,3,0
mmu-mir-6386,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7656,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7243,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-2136,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-135a-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-let-7g,1697,2146,1793,1437,977,1224,2109,1879,2028,1822,2181,2049
mmu-mir-7088,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-191,2863,3205,2528,1717,1609,1494,2846,2046,2658,1875,2237,2212
mmu-mir-425,62,80,77,39,39,36,82,51,75,43,60,66
mmu-mir-711,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7089,1,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6236,2246,3307,2332,2922,3018,3092,2021,2048,2208,2248,2162,1979
mmu-mir-8107,0,0,0,0,0,0,1,0,0,0,0,0
mmu-mir-128-2,30,35,39,25,19,18,22,15,28,16,29,22
mmu-mir-467h,18,34,21,16,8,17,22,22,18,27,23,29
mmu-mir-26a-1,38,47,26,9,19,22,34,31,31,22,46,31
mmu-mir-7090,0,0,0,0,0,0,0,1,0,0,0,1
mmu-mir-8106,1,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-138-1,0,0,0,1,0,0,0,0,0,0,0,0
mmu-mir-500,43,40,24,15,11,17,46,43,48,27,23,25
mmu-mir-501,51,60,43,20,15,23,60,62,61,33,31,28
mmu-mir-362,5,6,8,3,6,4,21,11,18,12,7,13
mmu-mir-188,40,28,30,11,7,12,33,16,25,14,12,17
mmu-mir-532,347,422,353,163,114,145,397,337,428,239,298,303
mmu-mir-1198,28,25,34,25,10,28,29,14,32,21,18,25
mmu-mir-221,231,276,259,459,347,361,300,291,334,144,163,169
mmu-mir-222,265,349,250,736,564,713,497,365,483,104,103,146
mmu-mir-5617,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-3110,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6384,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-717,0,0,0,0,1,0,0,0,0,0,0,0
mmu-mir-363,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-92a-2,719,870,655,547,449,465,409,267,395,506,513,632
mmu-mir-19b-2,337,504,375,309,228,253,409,408,423,330,460,364
mmu-mir-20b,0,0,0,0,0,0,1,0,0,0,0,0
mmu-mir-18b,0,0,0,0,0,1,0,0,0,0,0,0
mmu-mir-106a,108,106,90,70,51,55,100,56,66,75,111,107
mmu-mir-450b,11,8,7,0,4,1,14,9,15,6,10,8
mmu-mir-450a-1,2,3,6,0,1,0,4,3,1,1,4,1
mmu-mir-450a-2,2,1,3,0,1,0,2,1,1,2,2,0
mmu-mir-542,8,5,8,1,0,0,7,9,13,4,4,2
mmu-mir-351,163,185,160,21,30,30,170,157,191,64,69,73
mmu-mir-503,30,37,37,5,9,7,32,24,32,13,13,7
mmu-mir-322,199,271,234,79,53,66,285,266,289,97,130,143
mmu-mir-5116,0,0,0,0,0,0,0,0,1,0,0,2
mmu-mir-504,4,6,6,1,1,2,4,6,3,26,17,16
mmu-mir-505,22,26,29,15,7,5,16,23,15,19,40,22
mmu-mir-743a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-743b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-742,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-883a,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-883b,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-471,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-741,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-463,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-880,0,1,0,0,0,0,0,0,0,0,0,0
mmu-mir-878,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-881,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-871,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-470,1,0,0,0,0,0,0,0,1,0,0,0
mmu-mir-465d,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-465c-1,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-465b-1,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-465c-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-465b-2,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-465a,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-201,0,0,2,0,1,0,0,0,0,0,0,0
mmu-mir-547,0,0,0,0,0,0,0,1,0,0,1,0
mmu-mir-509,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-224,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-452,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-767,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-105,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-2137,3393,3677,3216,3011,3936,3672,3162,2361,1940,2856,3137,4104
mmu-mir-5132,3,3,1,3,1,3,2,1,4,0,3,2
mmu-mir-718,1,0,1,1,1,1,2,1,0,0,0,0
mmu-mir-7091,1,0,1,0,0,0,0,0,0,0,0,1
mmu-mir-7092,0,4,0,0,0,0,1,0,0,0,0,0
mmu-mir-1906-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-7673,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-223,74,99,94,33,23,25,89,63,110,28,26,15
mmu-mir-676,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-421,11,10,18,7,1,5,12,26,18,24,17,5
mmu-mir-374b,245,232,193,108,91,95,250,209,274,195,242,207
mmu-mir-374c,0,4,4,2,1,1,5,6,2,3,5,3
mmu-mir-672,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-384,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-325,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-6382,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-361,48,71,53,21,36,28,28,51,47,39,31,32
mmu-mir-3112,0,0,0,0,0,0,1,1,0,0,0,2
mmu-mir-7093,0,0,1,0,0,0,0,0,0,0,0,0
mmu-mir-7646,0,0,0,0,0,0,0,0,0,1,1,0
mmu-mir-1970,0,0,0,0,0,0,0,0,0,0,1,0
mmu-mir-6383,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3475,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-652,71,66,57,56,42,43,69,72,63,48,63,49
mmu-mir-680-2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3472,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3552,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-764,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1912,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1264,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-1298,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-448,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3620,0,0,0,0,0,0,0,0,0,0,0,0
mmu-mir-3113,0,0,0,4,0,0,0,2,0,0,1,0
mmu-let-7f-2,17481,24168,18320,11690,8595,10378,24224,24576,25304,18673,22289,20020
mmu-mir-98,713,1031,789,432,268,401,781,768,794,693,804,774
mmu-mir-3473a,1,1,0,1,0,0,1,0,0,0,0,1
