"","Norm_BV2_control_1_cell","Norm_BV2_TGFB_1_cell","Norm_BV2_IL10_1_cell","Norm_BV2_LPS_1_cell","Norm_BV2_control_2_cell","Norm_BV2_TGFB_2_cell","Norm_BV2_IL10_2_cell","Norm_BV2_LPS_2_cell","Norm_BV2_control_3_cell","Norm_BV2_TGFB_3_cell","Norm_BV2_IL10_3_cell","Norm_BV2_LPS_3_cell","Norm_BV2_control_4_cell","Norm_BV2_TGFB_4_cell","Norm_BV2_IL10_4_cell","Norm_BV2_LPS_4_cell"
"Fus",14.38161659,18.36083031,17.73834038,18.43618965,15.88395882,19.200243,14.57552528,16.82133293,17.6001091,15.96171856,18.80557251,13.54593468,15.44343472,17.45623589,15.58263683,14.8993454
"Atp6v1d",16.86113358,17.94000816,18.53733444,17.98764992,16.16909409,14.95576477,17.37618256,18.08804893,18.74655533,12.69038773,14.06777477,13.35927296,15.58673573,13.69195652,15.24269867,15.05750847
"Erp29",16.09699059,18.02122307,15.56750202,18.97000885,12.55835724,14.8188467,15.33122444,16.01212502,18.41614532,12.29393196,15.86418533,14.69800949,14.99159718,13.30229282,14.23563099,16.01955223
"Eef2",19.15563393,20.39621735,18.2986927,20.9642849,20.42753792,16.13481522,16.96522522,19.3781929,20.87232018,15.63881207,18.95637512,17.99013138,18.2646656,15.18932247,17.10033226,19.07444763
"Arpc4",16.85396004,17.8695755,16.98046494,18.25651741,16.58877373,15.3550005,16.65046883,15.40606785,18.07880592,14.04054356,16.80900192,13.83382893,16.71178436,14.07164097,15.5832777,14.38259983
"Ruvbl1",15.26570511,16.56738472,15.71883297,17.88425446,16.81167412,15.60552788,15.00914288,16.80924416,17.56465149,12.54885578,15.12259197,13.5059433,15.46986675,15.8641367,15.68525028,16.10617828
"Pcbp1",15.34159184,19.0197525,15.55176163,19.22186089,16.3061409,14.44043636,14.14937973,18.25428581,18.13926125,15.26839542,16.31338882,13.65961456,18.11410713,13.38032818,15.42766762,14.44802284
"Actb;Actg1",24.01169395,24.65944672,24.64600945,24.60690117,23.52148247,23.85515785,23.51662064,24.75118637,24.93930817,22.19011307,23.9147892,23.17634201,24.73762131,23.15875626,24.54003716,24.11726952
"Cdc42",16.05869293,17.32095146,19.00638199,17.31984901,17.23048973,19.47319984,19.75352097,19.63876343,18.01410103,18.25734138,17.87872505,17.4436245,19.20853233,14.85185719,15.22877502,19.72707748
"Eif4a1",17.14767265,19.47737503,16.32479095,19.91536522,16.721241,15.3943243,16.05285645,16.66980171,19.41390038,14.38910103,15.78122234,16.45550919,16.47956085,14.99837208,15.04973412,16.94873428
"Actr2",17.23698997,16.35993195,16.30407715,18.64599419,18.96298599,14.83150101,13.28063393,15.48911858,17.65095329,15.11111069,14.41479778,15.00924397,16.62334824,14.39180756,15.08150959,16.32446671
"Arf3;Arf1;Arf2",19.30521202,19.80831909,19.5761261,20.40463066,19.40308571,19.28575516,18.64767838,20.23171043,20.43616486,17.99350929,18.72914886,18.60040665,20.82143593,16.75419044,19.04550934,20.02803802
"Rap2b",14.10626316,16.4756031,14.9414587,16.21031952,12.87710094,18.76409721,17.71497154,16.0702877,16.78978539,17.16850853,14.12759495,15.7195816,19.2206955,13.14769173,14.67555237,19.11276627
"Rpl27",17.80936241,19.0418396,16.79462242,19.5698452,17.23477554,15.65280914,14.49511528,18.09043503,17.89669418,14.2709074,17.08662224,16.37515831,17.64687538,14.17452431,17.71115303,16.12548256
"Hnrnpk",18.38323593,20.53827095,18.99466896,21.1091671,18.64688492,16.88433647,17.86528206,19.01469231,20.89984894,17.10520935,19.6736393,17.14125443,16.01616859,17.91156197,19.80980301,16.23791504
"Ywhag",18.20208168,20.46088791,21.85906982,20.67340088,17.26042557,17.82345772,19.9501915,19.61529732,21.04059982,18.1260376,19.7833519,19.04466438,20.76766205,19.15890121,20.29435539,20.50688553
"Timm13",14.40065098,17.17133331,17.94687462,17.35128403,16.40478706,18.34109497,17.75631905,15.57439613,17.50714874,16.88041687,15.02662277,16.60152054,19.12371063,13.51171875,15.08391285,14.14081669
"Rps7",16.36305809,19.54206085,17.70015526,19.87987328,15.77342987,16.09160805,16.82559776,18.55377388,19.94814873,15.65256691,16.71497726,16.39523506,16.29286575,15.45732307,17.41645622,15.43736267
"Ppp1ca",17.0846653,16.91862679,17.51166153,18.61805725,18.84262466,14.46157932,15.0794735,15.64628601,18.11475754,15.62615967,16.32635307,16.67674255,16.24495697,13.63363934,15.8180027,18.04881287
"Psmc1",18.20689011,18.33150101,17.48716354,18.18709373,18.58022308,15.70348549,17.0812645,19.54063225,18.83032608,15.77780533,15.11014938,16.94005775,14.41082191,13.73598385,14.20422077,18.02599525
"Rps8",21.09153175,20.68915749,19.30613708,20.62452316,20.72434998,19.2324791,18.99921227,19.93142509,20.64454842,17.53266335,19.79179573,18.23374939,20.59414291,18.7411499,19.56279373,19.17995071
"Ywhae",18.75531578,21.45404053,21.21566963,21.56097794,18.78100014,19.65394974,19.57995033,20.09814262,21.86397743,18.42345047,19.35215569,18.46141624,20.23036385,19.18778038,19.84643555,19.30460739
"Rps23",19.00676727,16.81142616,18.13183212,17.70089149,16.12077904,14.42164803,18.00150681,18.65138245,19.38302231,17.03608322,18.01842308,18.60848236,18.3412056,17.03006744,18.77807045,18.3936367
"Rps18;Gm10260",19.40878296,19.89554787,17.19491959,20.19202614,18.48140526,17.62834549,18.26380348,19.49398613,20.35135841,16.44042587,18.65442657,17.62825584,18.47798347,17.7876339,18.82073021,19.75029182
"Rps11",18.92935371,18.42709541,17.46456146,19.53656769,18.81108665,16.05636597,16.43401146,18.03657341,18.58751297,15.92988586,18.53668594,16.66359901,18.03206444,17.4247818,15.7284193,17.57478333
"Rps13",17.40234756,19.492939,18.46511459,19.91584587,18.04413033,14.57917118,17.56343079,19.35144806,20.03282547,16.23239136,17.66680527,16.93184662,18.69351768,17.53355408,18.31791115,17.30128479
"Snrpd2",17.4601059,19.42115211,14.75698471,18.8045826,16.62009621,14.08274937,13.65272236,19.24636841,18.56683922,12.52013493,18.94330215,15.66077137,15.36483479,14.23204517,15.83888149,16.09200859
"Arf6",17.51280594,16.254673,19.62047386,17.17686081,15.53572559,19.1718998,18.42211914,16.60079384,17.85424423,12.63397503,14.48109722,16.82923317,20.07254028,14.54876137,15.11623287,18.93012238
"Rps4x;Rps4l",18.80586243,20.16262817,18.19613457,19.83781433,18.46648788,15.99264145,17.64118958,18.1541996,19.58880043,16.38819885,16.59806824,16.2743206,17.86503792,17.20957184,18.07194328,18.25564575
"Rpl23a",16.24438477,18.80245781,16.9532814,19.18427658,15.20417881,13.92774963,17.05118752,17.53006744,18.13593292,11.32194042,17.62274933,11.97056961,14.02091408,15.38039398,15.24110222,15.80319309
"Rps6",19.29959679,19.11655807,14.73549747,19.65164566,18.52539063,14.30783367,16.83580208,18.47732353,18.9613018,12.35705376,14.84448051,16.3976841,19.26284599,17.74101257,15.04095078,18.51606178
"Mtpn",17.77060318,19.56787872,18.83608437,20.0700264,17.32283401,15.71261787,17.45687103,18.08665466,18.59797096,16.31063271,14.60951042,16.93266487,18.20934296,17.63333321,18.52640724,15.43134117
"Hist1h4a",24.29755592,23.14252472,21.72681046,23.6343689,23.29771805,21.25061989,21.16053772,22.7817421,23.14399147,19.61098099,22.11572647,21.30286217,22.02913094,21.14219666,22.18612862,22.15146255
"Ran;1700009N14Rik;Rasl2-9",21.38217354,20.4832077,19.49924278,20.61083031,21.2641716,19.22575569,17.70321846,19.45881271,20.59680748,17.35954285,19.25426292,18.79817009,19.61755753,18.70702171,19.24995613,20.13998032
"Rpl23",18.04519653,20.24370766,18.40614128,21.01094055,17.24195862,17.53395271,18.00017357,19.1293602,20.94150925,16.49251938,18.67759132,16.36032104,18.43575668,17.8483448,19.22141075,17.64478683
"Rps26",18.27460098,18.48994255,17.30033302,19.69335747,19.09935379,18.25983047,17.59019661,18.93508339,20.22285271,15.45848465,18.74560547,16.49310684,18.85457611,13.86091995,18.71520805,14.55052757
"Gnb1",15.23817348,19.1441021,20.52943039,18.24012566,17.66362762,19.18102455,19.61288643,20.32106781,19.45719337,17.7500782,18.27547264,19.20704651,21.05241394,17.98391914,19.66585159,20.45523071
"Gnb2",19.00009727,19.43469429,20.7845726,19.71315193,18.88140106,19.85665894,19.98215675,20.12213516,19.3790493,18.62945557,16.85818672,20.22746468,21.16122627,18.12594986,18.82866287,21.64982414
"Rpl31",13.84429836,19.23458672,17.49409294,19.33945656,15.228302,15.21123791,17.38241959,15.8600626,18.18271637,14.64311123,17.44952583,15.99913883,16.10895348,16.70039749,17.62734032,14.38297367
"Rps3",20.44025803,20.13064766,17.92110252,20.7464962,20.80360794,16.84668732,19.01680756,18.12771416,20.42611122,15.78024673,19.27043915,18.16770935,16.73760605,16.13230705,17.70545959,19.48594093
"Rpl32",15.20451546,17.23596573,14.42869949,17.14648056,14.19356632,14.49964523,14.14431,15.70430565,17.48347092,15.1937027,14.12669945,13.84397411,16.35718727,13.25819683,15.79570103,15.41404247
"Rpl8",17.56789398,17.92383003,16.40252686,18.34458351,16.79443932,15.82777405,16.62342262,15.94509983,18.32312775,14.90963268,14.91614819,13.04965687,15.11579037,16.07966042,15.26534653,15.71696091
"Ybx1",20.698246,19.77553368,17.12903786,19.74790192,18.94678497,16.15483093,17.54115486,18.18486786,19.0480423,16.99027824,18.45657539,17.9301548,15.8306179,14.78133106,14.98244667,18.31273079
"Pfn1",19.51004028,21.16398811,19.70336151,21.21766663,19.50332451,17.85542297,19.38199043,20.72852135,21.41003799,18.08607292,19.9679966,18.37192535,20.55252647,19.18021393,20.22807312,19.46915627
"Rps27a;Ubc;Ubb;Kxd1;Gm1821;Uba52;Gm8797",23.77751541,24.05563164,25.32622337,23.49329567,21.90895081,25.4568882,24.2022934,24.54523468,23.67742157,24.34648514,22.94542885,22.47045135,25.93902779,23.72231102,24.70919037,23.3758831
"Rac1;Rac3",16.43371773,17.06625938,17.8917942,16.6084919,15.40640068,17.10163879,17.37930489,17.57843018,16.23924255,16.30855942,14.30836964,16.4564209,15.86453533,12.58176613,14.95124245,18.12283897
"Hspa8",23.02630043,22.88628197,23.30538559,22.99170303,22.77735329,23.15922737,22.47005653,23.33709145,23.08164406,22.02831078,22.3485527,21.70709991,23.76234245,21.88092613,22.97527695,23.04322052
"Tpt1",17.74075508,19.74577904,19.77375221,19.92520714,16.10354996,19.29268074,19.63248825,20.7099781,19.97243309,18.21025848,19.80566597,18.12822342,20.0379467,18.42639542,20.40504646,19.74036217
"Hspd1",17.83885002,22.28719711,20.04520035,21.6894722,13.17237568,15.33290195,17.59281731,18.55679893,21.36857414,15.85163307,20.04084778,16.99501991,15.19142723,16.82376289,19.2796669,16.46533585
"Gnas",15.72571945,18.14471817,17.30044556,17.79673767,15.66123581,19.04002762,18.08151817,19.18099976,17.94196892,16.77858162,19.16486549,17.9546814,19.33572388,14.1211834,19.59070587,19.8371563
"Ywhaz",19.24936867,21.33443642,21.68313599,21.54645538,18.18408585,20.52207947,19.92834282,20.52328873,21.6735363,18.67416573,20.05633163,19.05909348,20.61429596,19.26502037,20.48978996,20.7310791
"Hmgb1",16.45954704,20.68381882,19.71601295,20.51464081,13.14475918,18.9411068,18.58308792,20.05270386,20.55739594,18.06783867,20.09126854,15.10401058,16.93628502,18.96387672,20.8525486,14.96422958
"Gng2",16.95996475,17.47695541,20.1837883,18.15660477,16.81913376,14.31799126,19.25515366,20.02096367,18.37633896,17.23619652,13.12072754,19.00904846,20.20167732,14.06508064,19.25914764,20.55912971
"Eif5a",18.79131317,21.18281746,19.84600449,21.12989998,19.33951759,18.91193581,18.3029213,19.17064857,21.0365715,17.33106232,17.59115028,18.08906746,17.58231544,16.92376328,18.36673737,17.79341507
"Rps17",16.54824066,18.64190292,18.6402874,20.04328346,17.81367302,18.0214119,17.65121651,20.34306908,20.32574272,14.2020874,18.01175117,17.38940811,18.60652351,16.86524582,14.57153034,19.54722404
"Rps10",16.70518875,19.13497925,17.67432785,20.04263687,17.52247238,16.84374046,17.65291405,18.61929893,18.48493004,15.68881416,18.02960587,16.11531258,16.91417503,17.19426155,18.32156372,15.29784679
"Gnb2l1",22.01322937,21.21389771,17.93025589,21.344347,21.14813805,19.71723557,16.28844261,20.21974373,20.5089817,17.12350464,19.98731613,18.19129944,15.08500671,16.96788979,18.33366776,18.27799797
"Ywhaq",17.49824524,19.79606819,19.98602295,20.29085541,18.48312759,19.15644836,16.96817398,19.61401939,20.48679161,17.78481293,19.05728531,18.48016739,20.00816727,16.85763359,19.50076866,19.47755814
"Tubb4b;Tubb4a",22.87177658,23.16962051,24.27411461,23.4373188,22.86743355,20.85977173,21.43468094,22.930233,23.52157593,20.13039398,22.31456947,20.98739815,22.77599335,21.19278145,22.45003128,22.48796463
"Tuba1c",22.3137188,22.64927483,23.70118713,22.82965469,22.07982635,22.02954674,21.58528709,22.65640068,23.06476402,20.22909546,22.31051064,21.0531826,22.81800461,21.30117798,22.15832329,22.01549149
"Ywhah",16.46978569,17.23442268,18.91643143,18.37348557,15.81851006,14.66057205,16.63694,15.56602669,17.39477348,15.1482029,15.05970192,16.75755882,14.62438107,13.89434719,14.75005054,15.99644089
"Kpnb1",15.50426769,17.03331184,15.83388615,18.19889069,16.60873032,18.10835075,13.76256847,17.94335938,17.37155724,14.21053791,15.88080597,15.89332008,15.8021307,16.59337807,16.11318398,18.13405228
"Pebp1",16.09174156,21.04671288,19.68481255,21.00462723,13.39381123,18.20712852,18.41657066,19.96739578,21.39645958,15.84804058,15.79902172,17.46842766,17.70737076,17.12527466,18.04606056,17.66615677
"Naca",15.84516239,18.80880165,17.06984138,19.05249596,14.9916935,13.9296751,13.75149345,15.84304905,17.89207268,14.64815044,17.18480492,15.39604092,14.75951195,12.38988209,17.06879807,14.45986748
"Cct7",19.45068359,19.01664734,17.68405533,19.48061562,20.31294632,19.33582497,17.39481354,19.36712074,19.65802193,16.77558136,18.57188988,17.39709282,18.85360909,15.81336975,16.89795494,18.85114288
"Cct2",19.12332726,18.49960518,16.8442421,19.15551949,19.64256477,18.77942276,15.314291,15.1708231,18.42770958,14.7567482,15.85204792,15.43470669,15.9176693,14.36382389,15.81525707,18.58926582
"Cct4",18.26026154,17.90981865,15.41495228,19.20747757,19.88727188,13.97205925,15.94134235,17.43606377,18.03370285,13.75828075,14.66892433,17.94460678,18.23057747,13.44205856,15.14251137,19.34099007
"Cct5",19.29673767,19.09446907,17.10647583,19.32786751,20.14512253,15.75481129,16.6787529,17.87485123,18.65050507,14.87187862,17.29214478,17.48465538,18.54269981,15.4432888,17.47459793,18.81655693
"Cct6a",18.980793,18.23420143,17.87725258,19.01346016,19.78899574,18.67118645,18.02194214,18.93994522,19.06980896,16.08882904,17.96042442,17.39226341,17.53730392,16.03095245,16.94773102,20.51679611
"Cct3",19.25169563,18.61785126,18.73073387,19.22874069,19.33095741,18.07678604,16.80497169,18.65010071,19.28225327,16.30879021,17.51316261,17.56354904,18.48192406,14.37695885,15.64043331,17.69898224
"Rhog",17.62227249,18.5557766,19.8307972,18.42240334,16.57541656,18.56860161,18.96798325,19.68733978,18.76482201,17.73728371,18.13925362,18.2772007,20.7042141,18.53138733,19.48331833,17.37781525
"Prkdc",19.86267281,15.64728642,15.00596619,17.74752235,18.78556824,17.42528915,16.25648499,15.84370995,17.73187637,15.33518982,15.04465961,13.33679581,16.36368942,14.3710413,15.17149067,14.3907156
"Rps3a;Rps3a1",18.76283836,19.29674149,17.79234314,19.89562607,18.66034698,18.80581665,17.4301033,18.13717461,19.02248001,16.37673187,18.68681908,17.61568069,18.63229942,13.86073685,17.0290947,18.04606819
"Atp1b3",17.36013794,15.35101891,18.24166489,17.57047653,16.00787544,17.92152023,18.06058502,19.55988884,17.12731934,16.96917915,15.62887764,18.01142311,19.74782562,13.78075218,14.45031643,15.39110565
"Anxa4",15.30952168,18.48304558,17.7532711,20.25367928,15.69511795,15.72296429,17.21897125,19.09945107,18.93833542,14.87273216,17.07549858,17.45751953,17.78019714,15.01777077,14.79807281,17.12421608
"Anpep",18.86993408,19.7663765,21.82958412,18.10496902,17.47087288,19.71178246,19.26444817,19.86093712,18.06769371,18.56898117,14.91885757,18.16255951,21.32972336,17.68316078,18.19747543,20.04103279
"Sirpa;Ptpns1",16.95908928,19.14779472,22.07783699,18.94333839,15.08349419,20.26033783,20.8122406,20.87213707,19.20136261,18.46880722,18.43834877,18.96041489,21.81170273,19.02409554,14.92276955,20.67360306
"Fh",18.15017128,18.83890915,17.96977997,18.78667831,17.66290474,14.44839478,17.45656013,15.90370655,19.76817513,16.34918976,18.86898613,13.92097187,15.66872311,13.84605408,18.68570137,15.45923424
"Anp32e",19.56956482,21.3412323,20.47580719,22.02270889,20.53388977,20.2638855,14.28483295,21.81962967,21.80237389,18.72992516,20.803339,13.85357952,20.13598442,17.41637802,20.91744995,16.22244644
"G3bp1",15.53665257,17.65740204,16.69928169,17.56402779,18.73180389,13.90483952,16.71393013,17.26791763,18.02521706,15.03172112,16.98928261,14.41847992,15.43917847,13.0897522,14.39896488,18.80576515
"Tubb5",20.93851471,21.284338,22.5519886,21.45153809,20.40861702,20.15371704,20.10187721,21.25900269,21.73283958,18.58877373,20.78254509,19.08801651,21.19762611,19.11190033,19.38269997,20.20981789
"Psmb4",17.06575394,17.80000114,15.00600433,18.33253288,15.20590019,13.58573437,18.16128922,19.08271408,18.00963211,12.57180214,13.65083981,16.04564857,15.98277378,14.06792927,16.0978756,15.94538975
"Rplp2",19.81866455,22.76582718,21.28601646,22.00111771,19.62299919,20.97250366,21.77560616,21.42216873,22.32718086,20.12396431,21.83309746,19.8640213,21.36069679,21.99694252,22.76600456,19.91373253
"Prdx5",14.95597267,19.63317108,17.89194298,20.28056145,16.74484062,15.70521832,19.23441124,17.92028809,20.53326988,15.56233788,18.83485031,15.45260906,18.64808846,16.45818329,18.52125549,17.53606987
"G6pdx",18.2206707,19.32019806,18.21219254,19.66219139,17.97724342,16.99728966,17.30970001,17.81211472,19.55435371,15.8217783,17.56314659,17.24893379,15.82622528,16.1641674,17.73119545,18.99351692
"Itga4",18.41423035,16.31578636,20.15297127,17.46832085,18.73010254,20.78100967,19.7306881,20.76681709,18.05378723,12.33824253,18.89690971,18.04534531,20.89004135,13.35811043,15.98526669,15.67981625
"Vcp",16.70375061,19.48823166,18.72076797,19.94600868,16.18676949,16.33371925,16.77484322,18.65837097,19.93679047,13.67680836,17.45377922,17.26845932,15.2496357,16.33210182,17.64238167,17.8420887
"Atp5a1",17.75749016,21.06728172,20.76853752,21.1433754,16.27431107,16.28147316,18.24374962,20.46490097,21.4444046,16.73856735,20.05345154,14.86359596,16.04150581,17.09477806,19.01618767,15.04157639
"Rac2",14.20721245,18.94355202,20.04849815,18.17295074,17.41214752,18.19298744,17.73531342,18.76145935,18.0424118,17.89234161,18.88489532,17.68459702,19.32618904,16.91058159,15.45124912,17.30880737
"Fabp5",17.60976028,21.62785149,19.33100891,22.3423214,18.49549484,17.04721069,20.38041306,20.60037041,21.2673378,18.00278091,18.3874054,18.14115906,20.57395744,19.39715004,20.16360855,17.01473999
"Soat1",16.51413345,20.03199768,18.47870445,19.20724297,13.23262405,15.78215504,18.51394081,18.94709778,19.79614258,17.03696442,18.90056229,16.34990692,14.40298843,17.78726006,14.93779755,16.12355804
"Lgals3bp",14.34099579,17.44540024,22.70014381,15.99362659,12.71790314,19.1405201,18.92601204,19.5478878,16.39751244,17.15783691,15.12769699,15.62018967,15.39227962,17.66635513,15.0597086,18.90293694
"Cd36",13.80285358,17.18189049,17.85289383,17.21788788,16.89775467,15.54324245,18.65335655,15.73779488,17.12163544,17.92630768,14.77458477,16.48792267,15.16693401,17.23046684,15.3850565,15.08521843
"Ehd4",15.86197853,16.36104202,19.87545395,17.47346878,17.08438683,18.44735718,18.43938255,15.85622597,17.62835503,16.11341858,16.21951485,16.02942848,20.12216377,13.16110706,18.87200356,18.20544243
"Ddx39a;Ddx39",15.60902023,18.80854225,17.38754845,19.27355003,15.39304924,14.57423973,16.40450859,15.47600651,18.90608025,14.91808224,15.05457211,14.19839764,14.94783115,12.40227509,15.07260895,14.13818455
"Gpnmb",18.35164642,21.08106232,17.84764862,21.45021057,17.17051888,18.38756561,18.55102539,20.43061256,21.70627403,16.56542969,19.29782867,17.26992607,18.97410774,18.02327919,18.12905884,17.95529556
"Hk3",14.66634941,18.96513557,16.5055027,19.43187141,16.65947723,15.11992168,13.83829403,16.36093712,18.64222717,12.54743004,13.70010567,15.76376057,14.77972221,12.52237701,13.68425655,16.07076836
"Clcf1",20.64974785,19.21424675,14.27278614,16.11528206,18.00172997,15.32016277,14.04775238,20.61062813,17.09036064,17.85855484,21.11397171,14.07192135,15.25069809,13.08505821,20.42638206,15.58448792
"Arpc1b",16.61540413,18.98456573,14.50265884,19.47755623,16.86971092,15.06838989,14.18472862,16.75178909,18.10044479,13.1661911,15.80317974,15.08681107,15.01905632,14.29849339,15.92074299,15.24000931
"Prep",17.41263008,17.69657707,16.64531136,18.3779583,17.27664566,14.68453407,15.98813725,16.29243088,18.54446602,12.68543816,16.71547699,16.56217575,15.83479404,13.41518497,15.21835613,17.33583069
"Dars",17.40468407,15.67938328,14.65429974,18.15481377,17.01402664,14.84178925,15.61959171,15.92070866,17.04302788,14.41143799,15.23297787,12.55641365,16.08882713,14.10501575,15.19039059,15.38043118
"Farsb",16.60086632,16.33959961,17.16830826,17.481287,17.88268471,15.5435667,18.69516373,17.05002785,18.05398941,14.59734821,14.51706314,13.10766125,15.29375076,19.06481361,19.89829636,17.31632042
"Atp6v1c1",15.10946941,16.9709034,16.42250633,19.31650162,15.00462341,16.14344597,14.81432629,15.5929966,19.18562889,14.86789894,16.07399178,14.36661243,15.50898743,13.58980846,15.62657261,16.54120827
"Actr3",17.88700294,20.10300636,18.41148567,20.33861923,19.23398209,16.3785553,16.96084404,18.96102333,20.04782104,14.75169086,16.78910828,16.88308907,16.70008469,17.22629738,17.22291756,18.83948517
"Eif3g",17.82688713,16.93241882,16.79449463,18.38779068,20.41456985,14.41693306,14.34651566,16.86867523,18.11605835,16.45744514,14.51656723,17.41026688,16.16149521,14.74913979,15.13974857,19.42299843
"Gmps",16.96466827,16.27687073,14.63371372,17.40442467,16.90364075,14.9509573,13.888937,19.03848076,17.76465607,12.57059193,17.62746429,12.95316601,16.32076073,13.78064251,18.4213562,15.76429939
"Stip1",14.38563251,18.56680679,18.40141106,19.2687149,14.6581049,13.27853775,16.16885948,14.90442371,19.10804367,13.70596027,13.26235294,17.06308365,15.88939953,14.41803932,17.90452385,16.35997772
"Vps35",17.75123787,18.54688454,14.77664566,18.72870827,18.53779793,15.09575939,13.86281586,17.38301277,18.1264801,13.29208946,16.75567055,14.70905399,15.25998688,13.43606281,15.69765472,15.90309429
"Sh3gl1;Sh3gl2",17.65281868,17.60865402,18.29001808,18.32772255,18.24746513,17.83822441,14.85726261,18.73868561,17.49530792,13.80826092,15.7969017,13.88883305,15.79189968,16.82052994,14.15590382,15.97533798
"Ptges3",15.74479198,18.38307571,14.83955574,18.18289185,16.12218285,14.59589386,17.10884857,15.9533596,17.69807053,15.79459,16.62975502,15.02836704,15.24914169,14.06504059,15.44808483,14.84879112
"Gnai3",14.2088089,18.95182228,21.28971863,18.60563278,18.85360527,15.46657848,20.35026932,20.9196434,17.08638573,20.09939957,14.70100212,18.82067299,20.21438408,14.38306713,15.12739182,20.94335938
"Pdia6",14.9384222,20.66584587,19.06642532,20.44749641,14.03085804,18.62639427,18.07149506,18.84246826,20.72428703,16.72244263,18.68583298,15.23238659,15.25447083,18.26590157,19.33664131,15.02944374
"Ahsa1",15.39672565,17.25369263,16.77163696,18.46661377,15.70415974,15.08925438,14.86364841,16.77007675,17.80196953,14.69225979,14.53253365,15.18475533,15.73406315,14.93171501,15.75081539,15.31377411
"Nampt",16.90367126,19.32287025,17.15112495,20.10052109,13.84675884,17.21081352,18.93595123,15.16075134,19.56012154,14.11209774,19.94954681,17.28285599,19.16524124,18.10411453,19.87878227,19.01693916
"Psma7",17.68750191,19.52298737,19.81471634,19.48364449,16.1007061,18.98250771,19.16871643,21.10764885,19.30582809,18.46370697,20.70000267,18.76851845,20.51863861,18.44337654,20.62824631,20.45751381
"Psma5",17.55301094,18.97911644,18.2403698,19.33543587,16.08611298,15.65469074,15.35126305,20.00341606,18.58060646,13.48272705,16.25275993,15.37118912,16.20414734,15.07291031,16.06397629,16.67770767
"Ehd1",17.24896431,15.67610836,17.84082985,18.23935699,17.38680458,18.34224701,17.66009331,18.60510826,17.31165504,16.88887596,14.90931129,18.60157204,18.54321289,14.49695492,17.58682442,20.10406876
"Asns",15.46358681,13.9568882,14.89305401,16.5560379,17.41969872,15.1450386,17.2981987,16.26272774,17.32273293,11.7145462,14.94762039,15.01983356,15.30632019,14.4018383,14.52459049,17.16244507
"Hnrnpu",17.46798515,20.0634861,17.74565887,20.44361115,17.51959991,15.83469391,15.60039997,19.02231789,20.12367249,15.28538609,17.6681366,14.50903225,17.35629272,16.55724335,17.63335037,15.32308102
"Snd1",16.8439045,18.86641312,17.67737389,19.61750603,18.28600121,16.56728363,16.53845406,17.18555641,19.31593323,13.99154282,18.33186722,15.1807394,15.94937992,12.50203419,16.34666061,17.00695038
"Uap1l1",16.82742691,18.83916283,17.93913269,19.39982605,17.66685104,14.97875118,16.11258507,15.5464468,18.08764648,15.36018085,14.76575279,16.06447792,16.99295807,13.90239716,15.43072701,15.8347435
"Atp1a1",18.83476257,18.74136353,22.73066521,19.05491447,19.01374245,19.91172981,19.5241642,19.96634102,20.12535095,18.43259811,14.25699997,18.84430695,20.63368797,17.49194336,15.65779686,20.53107834
"Hspa4",18.27014732,20.02856827,18.21800232,20.34981346,18.46424866,14.7013998,18.28918457,19.15386581,20.11444855,15.80705166,18.06567764,17.47940254,18.48353386,15.92723846,16.89687538,18.98318863
"Snx2",15.20292377,17.6888752,16.8779335,18.63618469,16.14223671,16.19947243,16.52731133,16.05470467,18.65413475,12.19409847,14.34995461,15.26430607,15.76599216,13.52951622,16.22070122,15.38188934
"Lcp1",15.38067722,20.99690056,18.79294586,21.20060158,13.5681057,17.41245461,18.7155571,18.64300346,21.39659309,17.08842659,18.77096939,16.64867592,16.53333855,16.84126091,18.55052757,17.12623024
"Ddx17",14.90468502,16.37388802,16.32532501,17.38232613,13.06079674,16.32434082,16.03400421,17.05239296,16.8429985,14.15828896,15.31249714,14.42159081,14.47005558,13.86087894,16.9757328,14.71527481
"Rpl15",18.35481644,19.05041313,17.37022209,19.82599258,19.36148453,17.28672791,17.73287392,18.53308296,19.66114235,16.83395576,18.00583649,16.94179344,15.40428066,17.20061302,15.05313301,17.06998444
"Atp6v1g1",18.36519241,19.31319618,18.81010246,19.88485909,17.20409966,13.96205139,17.93047333,17.87161636,19.91803741,13.70241642,17.13329887,17.27750015,18.29948997,14.68778801,15.92010498,17.64724159
"Psmd12",15.74069214,16.11333275,17.07023811,17.83249283,17.26614761,14.93622208,15.47132206,15.99285698,16.86339188,15.90253925,15.62219906,14.33808613,14.96696854,12.98487186,15.52288342,14.8670845
"Eif3f",17.13753891,17.16104889,17.86821365,17.18613815,17.6549778,18.41481972,17.48901939,17.64422226,16.95574188,16.81253815,14.34693718,16.18204308,18.77366638,14.2847147,14.50125122,18.48848724
"Psmc3",16.98397446,16.77366447,16.45389748,17.92374039,18.10188103,19.03029823,15.33973122,18.32500076,17.71327019,14.27273655,17.38891983,16.14431763,14.95625782,15.02562428,15.15204525,16.15798378
"Rpn1",14.29690456,18.2073288,15.51056862,19.2371521,12.27158451,14.17911339,16.10126686,16.79013443,18.68870926,14.72590065,17.66722107,13.89338779,14.4488821,15.78130722,17.01951599,16.26787376
