"","BV2_control_1_cell","BV2_TGFB_1_cell","BV2_IL10_1_cell","BV2_LPS_1_cell","BV2_control_2_cell","BV2_TGFB_2_cell","BV2_IL10_2_cell","BV2_LPS_2_cell","BV2_control_3_cell","BV2_TGFB_3_cell","BV2_IL10_3_cell","BV2_LPS_3_cell","BV2_control_4_cell","BV2_TGFB_4_cell","BV2_IL10_4_cell","BV2_LPS_4_cell"
"Tmed7",14.69386768,14.95932293,16.61525536,17.99689293,15.41716003,18.1022625,16.47192955,16.14780045,16.68002892,17.16034508,17.52565765,16.50602913,16.18504906,16.51304817,16.53991699,16.78762245
"Hvcn1",16.42191696,18.5048275,16.05139923,17.7062397,16.30752182,13.83685493,14.80919361,17.31105614,14.43003941,13.98856831,14.58903027,16.73291016,14.0575304,13.4139967,14.61786938,17.51699257
"Acsl1",16.38517189,16.25222206,17.23444366,17.77661324,16.20752907,15.80823517,17.27794075,18.74149323,16.54201889,15.88860035,18.01105309,17.57496262,16.04804039,16.03630257,16.99556923,17.26901627
"Diaph1;Diap1",19.7778492,19.82361031,21.33832359,20.53212357,19.35578156,20.12136078,19.95815659,20.22140312,20.75393105,19.99369049,21.16974449,19.74144363,19.90969086,18.18514633,20.524683,19.53979111
"Bpnt1",15.94514656,16.01622009,15.67598438,16.14029121,15.96706867,16.20315742,14.99779701,14.31523132,16.70333672,16.55322456,13.62675762,16.96172142,16.33497238,16.91052628,16.12841797,16.04452133
"Sdsl",14.82560444,14.74451828,15.15829372,14.74751091,14.55530834,15.19082737,15.48871899,15.55137825,15.11435223,14.69288826,15.69514656,14.7438879,14.37395287,14.82674694,15.06650925,14.78846359
"Chchd3",18.04206467,15.56661892,15.52353096,15.32460213,17.55472374,14.74562168,17.59433937,18.14713478,14.7197094,14.64114857,14.23973846,15.39897728,14.97826385,14.77210808,15.29849243,15.0627203
"Actn4",14.62878704,14.5095892,14.15339375,14.63984966,14.84632301,14.09826374,14.25694561,15.85021114,14.83688831,14.4017458,15.72962093,13.58465767,14.14297009,15.05600262,14.89817619,14.1939106
"Snrpa",16.72560501,18.04158401,16.27652359,16.79740906,16.72267342,17.43575096,16.31573296,16.85999489,17.33743095,17.43020821,18.7324791,17.2041893,17.77757645,17.23621941,16.7052269,17.05218506
"Tpd52",18.9345665,18.94500923,19.90980721,16.3537159,18.49740028,18.36755943,19.93747139,19.00796318,19.36161804,18.41749001,21.01188469,18.21247673,18.76425552,19.0340519,19.51439476,17.67604065
"Qars",17.16878891,16.22290802,16.90147972,15.86389542,17.08555603,15.95966244,17.15965462,17.1396122,17.01006889,13.9135437,16.24388123,15.59939003,14.79963589,16.7471447,16.59474754,14.47084904
"Stmn1;Stmn2",16.24257851,17.34810638,16.92625046,14.13831711,16.26328659,17.37339211,17.36811447,17.62049103,18.51321793,17.18350029,17.17416573,17.57562828,17.01486969,17.2077198,17.22628021,16.99523735
"Cope",17.04088974,17.22957039,17.35156059,17.4693718,17.28165817,17.36683464,17.79137993,17.76843071,17.19441032,17.32983208,15.22874355,16.83540916,17.61862946,17.47864342,17.3006382,16.94363594
"Ppp1r2",17.17182159,16.97219467,17.15481758,17.55127335,16.55095673,16.97667694,13.64596844,16.75159645,16.79093361,16.78596306,17.84426498,17.40399361,17.1722126,16.3704319,17.19238853,17.64322281
"Srsf11",13.8388176,15.06052685,15.25015068,15.07304955,15.75143909,14.29825878,15.53080273,13.90974712,16.41258621,14.23537827,14.38128948,15.64810467,15.61892986,13.45419407,15.23436832,12.78238392
"P2rx4",15.7083025,15.88852882,17.32509422,15.55572796,15.73544979,15.33298016,13.67519665,15.89555168,16.20355797,15.5425787,16.95151329,15.55158806,14.32483006,15.84021282,16.33131981,16.11997414
"Ppa2",15.313344,15.14545441,16.86870193,15.5251236,15.71864033,16.21386337,13.75086308,15.33049679,15.35713959,16.02054596,15.67887878,14.31360531,13.81528091,13.91685677,15.45381737,15.24265289
"Sumo2;Sumo3",17.73687744,16.88512421,16.84144211,16.25196266,17.46371651,16.13727188,16.85135841,16.44587135,17.19181061,15.08655071,13.69003105,14.04976368,16.6867466,16.71652412,17.98815155,16.78225517
"Bre",14.68145847,14.37553978,15.03342342,14.94718075,15.32934093,15.43501949,15.40992165,15.66508579,14.92819405,15.08746243,14.82361603,14.70395756,14.72903633,14.52399063,14.85841846,14.62285233
"Gls",16.56222725,15.44385052,15.66216755,15.8283844,16.54901695,14.51428127,12.79231262,16.61223412,16.66275215,16.00967598,14.26883698,16.5024128,16.82426262,15.63043785,13.60508633,16.82189941
"Dnajc13",16.54278946,16.29944038,16.29278946,15.82100201,16.78749466,14.13535309,16.33727264,16.54015923,16.60272789,16.70576668,16.73145103,15.66425323,16.66122055,16.52043533,16.51585388,16.01486969
"Cuta",14.62277889,16.2429142,14.08183289,15.45750904,15.55988503,16.11993408,15.31412315,14.53075314,16.30926323,16.68455696,15.71890736,15.14489746,16.01961327,14.06188774,14.97011757,15.12367725
"Faf2",15.20802975,16.14895248,15.9509201,15.78468609,14.76984119,15.88027668,13.60394764,14.47425556,15.5517683,16.02156639,14.90892696,13.41519928,16.17412567,15.87498093,15.77977085,16.34829521
"Sgpl1",17.98242569,16.72147369,17.87921143,18.36256027,16.74819374,17.04548264,18.04361534,19.11326981,15.96413803,17.06455421,17.79385757,16.45476532,16.58211327,16.12507057,17.12978554,18.03847885
"Grhpr",14.65859222,17.29589462,14.51765442,16.15250206,15.97161102,16.75772858,13.85482502,15.46115971,17.49810219,18.22364426,17.34134483,17.31327248,17.03305817,17.39070702,16.37434387,16.21619606
"Abhd12",16.12238312,17.33498955,16.39864349,16.96443176,15.66491985,17.22966385,13.94696903,16.9924736,16.49302673,18.02647972,16.66871834,16.33345222,16.5999279,17.40407753,16.52012825,16.09286118
"Eml2",13.61941147,14.44626713,15.87214565,16.1569519,13.48521137,16.36828423,17.20762444,15.32052135,16.54764748,15.90738392,14.79557991,16.25140762,15.45140457,16.65968895,14.09967709,15.25974369
"Pkn1",14.47940159,14.03230381,14.28004551,13.59642315,14.13819218,14.43432808,14.89741993,14.98481941,13.3108387,13.83261585,14.93414116,13.95744896,13.92768574,14.32930565,14.25103855,13.40269184
"Renbp",17.78628159,17.52718735,17.17494583,17.39129448,17.80208778,18.26247025,18.29270744,17.45458794,16.03859711,17.15570831,18.40615463,16.92821693,17.1683979,16.27648735,16.3139286,16.60284424
"Fam45a",14.07671356,13.09892082,15.06314182,15.33699417,14.89565754,14.70872974,14.7963438,15.8430872,15.13085175,14.05958462,15.84531879,14.69005299,15.04580212,15.28066158,15.12440395,14.04765892
"Pdlim5",16.06073761,15.39030361,16.07512474,15.16431808,15.21723843,15.6128397,15.38966465,16.19957733,15.56128788,14.82952499,13.99982357,14.57678986,15.19994068,15.42137432,15.6870203,15.0837698
"Fxyd5",14.05023861,12.79156971,17.95877838,17.54351616,14.80433464,16.90289307,16.45127487,17.10789108,16.39404488,16.98826218,14.60633945,16.81603432,16.54269981,16.23052788,16.59677124,15.04304504
"Cul2",14.71350765,14.74577904,15.58255386,15.47116756,16.29377747,16.30968857,16.55110741,13.83230019,13.86306858,14.05463696,14.43916798,14.47252369,14.99138927,14.60295677,15.44663143,15.84050751
"Mroh1",13.91709232,13.84185886,15.1948719,14.63645458,13.90820503,14.61855793,14.24555302,14.51434422,14.2877121,14.72967339,13.77567196,14.01967716,14.09992313,14.20472431,14.27284813,14.42396927
"H3f3a;H3f3c",17.57658768,19.0036602,19.30610085,14.41266155,15.08273983,19.50889397,18.42844963,16.75811958,14.01772881,14.4168663,13.89724636,21.36024666,13.31221867,14.85406208,19.20848274,21.29569244
"Nae1",13.63643456,16.58625412,14.72130013,17.09465599,14.74108696,17.39406013,14.3059206,16.17862511,17.2131424,17.40632057,14.52523041,17.02052498,17.1592598,13.67397213,17.07326317,13.91196632
"Dnm1l",17.15560913,16.24759293,17.13209724,17.03047371,16.24257851,16.6781044,15.776227,16.85963249,16.55106163,16.1953907,17.16594696,17.25561905,16.64385605,16.41285133,16.2037487,16.44391441
"Trmt2a",13.29224968,12.38401031,13.77423668,15.40254593,15.56119823,13.57230568,13.88847828,15.66419697,15.54185295,14.07581711,16.23991585,14.84441185,14.88211727,14.31036377,15.42439556,15.74457073
"Lrrc47",17.17592049,16.69520187,17.28735161,16.7655201,17.0940361,16.73582077,16.04957199,17.56554794,17.3534565,16.75837898,17.7127018,16.1614666,16.75798798,17.04835892,16.96036339,16.58042145
"Eif4g1",18.97034264,18.53297997,18.54898071,19.22229958,18.70343781,18.59928894,18.87078094,18.93047142,18.42742729,18.78522873,18.7507782,18.68332291,18.4625988,18.00415421,18.51094246,19.08033371
"Mki67",14.93022919,13.5936327,14.54961967,15.71131706,15.10717583,15.7731905,15.50890923,17.87825394,14.87524796,15.83165359,15.34554768,14.83940029,14.35185909,13.87763596,13.62435055,15.27859497
"Srp54;Srp54c",16.06657219,16.23896408,16.64286995,16.75355721,16.29809761,17.16722298,15.42921066,16.60185814,16.70211792,18.13701057,17.43997765,14.10278797,16.89320755,16.58512306,16.65927124,17.32448006
"Usp14",19.07313156,17.8395977,18.79756737,18.85001564,19.04718781,18.52458763,18.80205536,18.54472351,18.75349045,18.64382172,18.97174644,17.21076584,18.19628525,18.68123245,18.42844963,18.26072693
"Cadm1",15.41306591,18.12872887,16.91111183,17.60595703,14.21374893,17.66954994,16.52965927,16.44993782,17.05335236,17.74142838,17.21105194,17.29938698,17.96155167,17.40049553,17.30331612,16.73291016
"Atl3",16.09170341,17.18330574,17.23154068,17.51074791,16.87986946,17.11125755,14.89170361,17.58615112,16.77609825,17.25847435,17.10870743,16.24092102,17.00623894,15.68170547,17.1145153,16.69261551
"Psap",20.8247757,20.49921227,20.44818878,20.51422119,20.48669815,19.84446335,19.86014748,20.33962822,19.65084839,19.03767586,20.70133972,20.27184677,20.45773697,20.37930679,19.68667793,20.80143929
"Gm20390;Nme2;Nme1",22.25917053,21.70956612,21.60702324,21.60792542,22.90380096,22.08670235,22.1347065,21.92951202,21.84628677,21.52602196,22.14208221,21.50959015,21.42649651,21.85205269,21.8548317,21.54557228
"Katna1",15.27346802,14.12512398,15.68318653,13.79651642,15.62413883,16.25523186,14.4943409,15.13134575,15.80755615,14.88350201,16.10484505,13.42381096,14.67223644,15.38569355,15.45166206,14.30432224
"Npepps",17.24720383,16.67617798,17.84113503,17.80511475,17.08648872,16.72067261,17.9031868,17.43493843,17.65885353,16.86592674,18.76923752,17.0502739,16.0431118,17.31884193,17.91467667,16.53244781
"Snrpe",15.60316277,15.06242561,17.75740242,14.78335667,14.94347668,15.97846508,14.9639349,15.01183891,15.09193134,15.11080933,15.21307278,15.6017704,15.1225853,16.05152702,15.93721294,14.87498093
"Atad2b",19.75127029,18.31318474,16.74517441,18.25980759,19.35829544,17.45273972,17.02410126,18.3535862,18.57130051,18.02982712,13.19661713,15.59493732,18.86828041,18.22787857,18.94346428,18.23985863
"Glod4",16.76991463,16.33631516,16.46736717,16.09479904,16.28630447,16.05284309,16.16675186,16.4093914,16.20870972,16.01791763,16.7655201,15.11190987,16.20720482,16.20049667,15.82396412,15.07284451
"7-Sep",18.02220535,17.81853294,17.7643528,18.27703285,17.54102135,18.28038979,17.40847969,17.31928444,17.92439461,18.27116203,19.41987801,18.12424278,17.71290398,17.99772072,18.09666443,17.2754879
"Acox3",15.29523087,15.56492329,17.33533859,17.05536652,15.20693779,15.37981796,16.67989159,17.47998619,16.4400425,15.30363846,17.85544014,14.37415695,15.66622353,16.01054955,16.8331871,15.16136837
"Ptk2b",14.20930099,13.83630943,14.34644413,13.562356,14.22926903,13.90215588,13.42833424,14.87070179,14.7875452,14.3223362,15.20471382,15.00492287,13.82373714,14.7377758,14.79426384,13.36906433
"Arpp19",16.3794632,16.40231323,16.11408806,16.54211044,14.4370575,16.37875175,16.80183411,17.62442398,15.67936993,16.25700188,13.76756382,16.82164955,16.68551445,16.56822395,16.39770889,17.1428051
"Wdfy1",17.85866165,18.32974434,18.88750648,18.5624218,18.0974865,18.96840286,18.31083488,19.05825043,18.72577286,18.70859909,19.24067497,14.36772537,18.60447311,18.23533249,18.39544296,18.54837799
"Pfdn4",16.2820034,15.7995348,15.59295368,16.73476219,17.24831581,15.97915745,13.08730793,13.53896713,16.18609428,16.2340126,15.54831028,16.35758591,15.22403908,16.51982117,15.31787205,15.77030277
"Hnrnpd",17.50323486,17.99782944,16.85647392,17.55906296,16.36363792,16.35732841,14.87875366,16.36029816,16.89746666,16.75889969,13.32051849,17.12968636,14.74183559,16.89166451,17.55809212,17.92775536
"Psmd13",17.40565681,16.49166489,17.46523094,16.78225517,17.32518196,16.94111633,17.54298592,18.00300217,17.44289398,16.98192406,18.47373772,17.28400993,16.40504265,17.61554337,17.8164711,17.38768005
"Itgam",16.93617821,16.13951111,17.57754707,17.08669662,16.82364082,16.57823944,17.18282127,17.14887428,17.23472404,17.56933594,17.89196205,17.60711288,16.41625404,16.94649506,17.87495804,16.88536263
"Ahnak",21.32377625,20.44849205,20.87612724,20.00278282,21.63635254,19.7803669,21.06493568,20.97854805,21.90705109,20.62889671,22.47154617,20.35541534,21.36565018,21.27497673,21.42136765,20.0609169
"Myo1e",17.21788216,14.97015095,15.91891003,13.62422466,16.14374161,15.56125832,17.04889107,14.4126358,15.1109724,15.39261913,17.06350136,12.99481487,15.56777763,15.30702305,15.98735237,13.1994772
"Sec22b",20.02215195,18.42759132,20.30072784,19.08436203,18.80694008,18.92529297,19.00223351,18.88193321,19.03738022,17.73012543,20.07796288,19.24469757,18.8634491,19.87495804,19.4299221,19.58539963
"P4ha1",13.83531189,14.91583252,14.82620049,15.27168179,15.24503803,15.13474751,14.41316509,14.61742592,14.90519905,14.95101166,15.07091713,12.76568317,13.28975773,14.85880661,15.80322266,13.62406063
"Numa1",17.78014183,18.92564201,18.39982796,18.01339912,19.45014381,17.40963936,13.15272808,19.02060509,18.05711365,19.03136253,19.32790375,18.63930511,18.44879341,18.64251709,17.03466988,18.43175888
"Tpm3",13.56476307,15.12948418,16.68305016,16.2843895,16.3827076,16.93560219,15.82870674,16.26919937,17.05822372,16.83848953,17.74076843,15.99446392,16.32649994,16.80031776,16.95866585,13.61109066
"Dnajc2",15.87685299,15.18165684,15.33943272,16.09899902,16.7631855,15.67884731,16.67934227,14.56139755,15.55656624,15.41900539,17.39095879,14.49942398,15.47984314,15.62033463,15.28746033,15.40500832
"Ndufb8",14.6932869,16.61783981,15.6906805,15.77877045,14.95048523,16.69900322,14.06117821,15.83447075,16.15663528,17.64884949,17.11431122,16.04302788,16.18702316,16.33095169,16.05748367,16.2114315
"Dst",21.86717987,14.04729462,14.09211922,13.66364861,15.37211704,13.61189079,20.52305603,21.18374252,19.83716583,21.00805855,19.5103817,20.43359375,13.54419613,21.78831482,14.14005661,14.21656609
"Arhgap17",16.31500816,16.52888107,14.7597332,16.29323769,14.95348263,16.16584969,15.59096718,16.95196724,16.58657646,17.13661003,18.13876152,17.03949738,16.27350426,17.20074463,13.18948936,15.98635292
"Chd4",16.86507988,16.98848534,16.96002388,17.49020767,17.34620285,17.89208031,14.9505558,17.763834,17.56807518,18.2421875,18.20519257,16.96239853,17.19825363,17.06033707,17.32069397,17.44895554
"Mars",18.00766182,16.68537903,17.405159,16.13825226,18.11288834,16.84230042,17.36238861,17.39832687,17.59637833,17.02269363,17.5938282,17.18107414,17.04526901,17.54464722,17.57887459,16.82550621
"Ipo9",16.45103455,16.35445595,17.18621063,17.46953011,16.69900322,17.38203239,17.14060974,16.70401192,17.39991188,16.81603432,18.1440506,17.22872543,16.76862335,17.23406982,17.17133331,16.78583527
"Rbm14",17.917593,14.63100624,14.30292416,13.92351341,15.02678299,13.87315559,14.40265942,15.18803215,14.03364372,14.66491985,14.41419125,13.47626781,14.04225826,14.38022423,13.81808281,14.07773399
"9030617O03Rik",14.15104103,15.27993679,15.11641788,15.09535599,14.39759064,14.08287716,15.44229603,15.71872044,14.88010979,15.67980957,14.12441635,14.68178749,15.05523968,14.41973686,15.17273998,14.86462116
"Nop2",17.89486504,15.99377918,16.55134773,16.11142159,17.99887657,16.00770569,15.82553005,17.94803619,15.99054718,15.08638477,16.61841393,15.35483456,16.45328712,15.75876999,14.60243893,16.92439461
"Atl2",14.21818447,14.47933865,14.34263039,14.60819721,14.49754047,14.71831894,14.34658337,14.79080677,14.34907341,14.93059921,14.96983624,14.47642994,14.53168583,14.62667847,14.44714737,14.5438776
"Dhx9",19.84700584,19.71154213,19.17128372,19.39941216,19.80503464,19.34711075,18.72766876,19.59957886,19.45687485,19.84064293,19.58191109,17.62120819,19.52253914,19.55209923,19.11994362,19.27435112
"Pc;Pcx",14.45243454,15.60452461,16.08347893,16.60329247,16.47018242,15.82704449,14.81982994,18.58130264,16.26064301,15.94242287,16.04528999,16.76616669,15.7844305,16.08273125,16.02902794,16.05682755
"Fhl3",16.67438507,16.49733734,17.3146019,17.24831581,16.7123661,17.08233643,16.60992813,16.88964653,16.87939262,17.40432739,17.07012177,17.52764511,17.60639,16.89071465,17.06665611,17.34533501
"Taf15",17.2758522,16.74635696,17.49310493,19.13981056,17.33254433,19.15214539,14.77066422,18.28414726,17.51899147,18.60505295,18.5271492,18.72367477,17.61360168,17.27794075,17.10390282,18.17313957
"Tfg",16.93732834,17.56829834,16.48405266,17.57518387,16.56749535,17.26910782,13.91923714,15.88955116,16.61913109,17.50385666,17.40582275,18.02739906,17.84211731,16.51743889,15.98550797,17.52611732
"Arl8a",16.49855232,16.86628914,17.43436813,16.08810425,16.02874756,16.1603241,17.81534576,16.29125977,14.9036932,16.30347824,14.13000774,14.62719154,16.51813126,14.59134674,17.29965591,16.09860802
"Tnfrsf1a",20.9052906,14.2843504,19.85796356,13.94948006,21.62421799,13.6900053,13.92579746,20.6417408,13.68945408,13.94140244,20.61297226,14.62547398,20.384058,13.83042812,20.40447235,20.90771294
"Acin1",16.69805336,17.24172211,16.31873703,17.30954742,16.49516869,17.35173225,16.22774696,16.42429733,17.45483017,17.66219521,17.26499176,17.44418907,17.28933525,16.91426849,16.56118393,16.88333511
"Ide",17.10819817,15.65617371,17.39447975,17.64251709,17.54321289,18.73234558,17.58556366,17.10010719,17.21067047,17.74070358,17.87339592,16.99324799,17.006567,17.22975731,17.03241158,17.51082611
"Spock2",17.06149864,13.29822445,17.405159,18.17718506,16.88178253,16.87519646,13.59434605,15.16796684,15.43908405,13.49369335,13.00029755,15.93553352,18.89646339,14.05327988,15.67526817,18.71300316
"Poldip2",13.42780495,14.6637392,16.08522415,16.33184433,12.9171629,13.42319298,15.03367805,16.38002205,15.8669405,16.17103958,16.21754074,14.62502098,13.89944363,16.07152557,15.7603817,16.19679451
"Vti1b",14.83076286,15.19660187,15.32020092,14.25310898,15.02950287,15.36799526,12.99145126,14.61999035,13.66032982,15.15436649,14.90456104,14.83506393,14.62193775,14.40048599,19.25199509,13.17213726
"Tmx1",15.87344456,16.25845528,15.99740028,15.46961021,15.86517715,16.24807549,15.85674191,17.43290138,16.23155785,15.95927715,15.20399761,16.13935089,13.09774113,15.78059101,15.79583645,15.84365082
"Tmed2",14.37488651,14.97297955,16.44658279,15.33465767,13.51407814,16.38567734,15.15687275,17.50113678,15.63262653,15.07066631,17.22571564,13.11453533,13.32033634,15.62119293,14.43161964,14.9239769
"Eps15",13.23733139,14.72845173,16.17082405,16.25026131,14.74597836,16.43968391,14.42157459,16.12110901,15.83848953,16.6504631,16.4187088,16.52607155,15.96090698,15.57453442,15.17625141,16.36065865
"Ctss",14.42644596,16.84757042,17.23369408,16.29055977,16.27661514,16.39240074,16.41119576,14.4438343,16.72174072,16.3669548,17.52993393,15.93525696,15.17578316,17.43518257,16.86266136,15.8225956
"Cc2d1b",15.76911449,15.84352875,15.83405113,15.75871754,15.667943,16.16769218,13.58186531,14.07603645,15.93029881,15.71373558,15.11746216,13.64179516,15.8337059,15.83681488,14.33977222,16.00842857
"Ndufab1",16.5433197,15.81348038,17.46833801,16.28390312,16.84708214,16.30233574,14.95528698,17.26673126,17.07368088,14.73205853,17.4443512,13.50924397,18.3150425,17.10195541,16.33817863,15.67543316
"Rps12",20.15127945,19.9184227,18.85071754,19.46275711,19.97924614,19.68619919,19.77123833,20.01672173,19.76276398,19.46251869,19.91861343,19.46151924,19.61480713,19.3501358,19.39939117,20.21892357
"Dnajc7",14.89827061,14.82237148,13.79142284,14.98005009,15.89871979,14.65737438,14.85909748,14.72970486,14.31078434,15.05634117,15.35138512,15.34259605,15.05235577,14.87305927,14.39756966,15.34353256
"Bak1",16.80511475,17.95304871,16.71772957,17.71390915,16.83071327,17.14946938,13.95036888,17.36367226,17.14001083,17.51622391,16.15989113,18.09202385,17.35112953,17.13280106,17.097229,18.02133751
"Ahnak2",17.21769333,18.16049194,17.52764511,18.32799149,17.77815437,17.57983208,17.52106285,18.22881889,17.55794144,17.89864922,18.74658585,19.24237442,17.83083725,17.87867355,17.95492363,18.47163582
"Ripk1",15.88807774,15.68898773,16.0792141,15.9569664,16.00921631,16.46007156,14.6579237,15.9230957,16.51710129,16.14619064,17.4845562,16.53358841,16.6702404,16.30570602,16.68838692,16.26623726
"Pspc1",16.90053749,16.81565857,16.10549927,15.53305626,16.30949402,15.68044186,15.62607956,16.39307213,16.35908127,16.22936249,16.60256767,15.50227261,15.55629635,16.3127594,15.68154049,12.55261326
"Ncf1",17.40074539,18.24223518,18.74560165,19.22055244,17.20590782,19.24039459,17.97039795,18.09764099,18.25801468,18.67407417,18.99849129,19.16751671,17.96741676,18.341259,18.26915359,18.69791794
"Copa",17.91444397,16.62228012,18.00601959,17.21295166,17.46003914,17.79791451,17.73740578,17.99446487,17.53927994,17.67679787,18.42742729,17.64849854,16.73608398,17.31336212,17.4098053,17.33664513
"Glg1",17.51221657,18.05621338,17.1602459,17.45739746,17.99766541,18.15105629,16.75447083,17.52962875,17.54162598,17.87038803,18.65839958,17.59288025,16.91671944,17.60037804,17.57429695,17.47238922
"Atp5j2",18.79813576,19.27462387,19.22288895,18.40590668,18.32693863,18.79026604,18.56167603,19.3959446,18.77156067,19.24458313,19.28369522,18.97435379,18.32948112,18.79179192,18.53757477,18.11796761
"Zpr1",15.38373756,14.98361683,14.99863434,15.39670467,15.93336773,15.37126637,14.57204914,15.36086464,15.2610302,15.41045094,15.51865292,15.25240707,15.32583237,15.21625328,15.37605762,15.26297569
"Arl1",14.96840954,14.84117126,16.26372719,15.53588295,15.23309517,15.43654919,15.89626122,16.34614944,15.22037792,15.97165585,16.49983025,15.39258575,15.0901947,15.33067226,15.4752903,15.18410015
"Spp1",18.36521149,18.73905563,19.53235245,16.12064362,18.5042057,18.70222092,18.03633499,16.04857254,17.5439682,18.87318611,19.84946632,17.34256172,17.67899895,18.89299965,18.87234497,17.41584015
"Serpinb6;Serpinb6a",18.44139671,18.48302078,18.61751747,18.14504623,18.27598763,18.51356506,18.54381752,17.95781708,18.58908081,18.34931564,19.37122345,17.7796936,17.96538925,19.30983543,18.42836761,17.99014854
"Dnm2",17.28663063,16.98981667,17.41385841,17.31158829,17.55112267,16.99634171,17.67617798,17.67307472,17.65424538,17.29876137,18.60113907,16.65018272,16.46553421,17.23069572,17.97163391,16.5424118
"Rps15a",18.58325195,17.91134453,17.82966042,17.6417408,18.55254936,17.74884796,19.40777397,19.02337074,17.44078827,17.071064,18.1249485,16.50458717,17.8147831,18.94017029,18.16127968,18.28784752
"Tra2b",13.43502331,16.6617775,17.04761314,17.2765789,14.18153572,18.20079231,16.90312958,17.16359138,13.96260452,18.20179939,14.76311684,17.20007515,17.42938995,17.76661873,17.08938789,17.21665192
"St13",18.99802208,18.81030083,18.86208725,18.76907539,18.68585777,18.02318001,19.32516098,19.40199661,18.37411308,18.31424713,18.20442772,17.20628929,18.09563446,18.87597656,18.67872429,18.61540031
"Hk1",16.09209633,16.24170303,17.31734276,16.49870872,15.42107868,16.32192802,16.27714157,17.08576202,16.66941071,16.55161858,15.98025131,16.20359612,16.20367241,16.40484238,16.65354538,15.85552597
"Vdac2",19.60103035,20.1021347,19.09784698,20.14058495,19.58571053,19.33357048,20.28025436,20.2053833,19.67402267,19.33396339,20.39173508,19.16083717,19.31367111,19.16849518,19.62033081,20.17925262
"Ptbp3",16.61266708,15.93735123,16.99291611,17.35801506,17.06571007,16.57073021,16.53170204,17.37915802,17.36273193,16.99733353,18.16329575,16.52729416,17.56948471,17.64828682,17.08451843,16.6066227
"Olfr112;Olfr113",17.93347168,18.77239799,17.14748383,18.783535,18.95628548,19.16964531,18.00426483,21.27002144,18.75942039,18.8497715,19.48109055,18.26091003,18.51244736,18.38038445,18.3304882,18.42775536
"Prps1;Prps2;Prps1l3;Prps1l1",17.32737732,17.44556427,17.7748127,16.40914154,16.68071747,17.66455841,17.90412903,16.68647385,17.0171566,17.22872543,18.1841774,17.14260483,17.10574532,17.5575676,13.44776726,16.30595398
"Psme1",18.69784927,18.13570976,18.9967823,18.63293076,18.55363655,18.32899857,19.43837357,19.34533501,18.45281982,18.02966499,19.21012497,17.99169922,18.16545677,18.50195313,18.39962006,18.26100159
"Pabpn1",18.94025612,19.69126892,18.1041584,19.84512329,18.74635696,19.71546936,17.85269928,18.34836578,18.71125603,20.23549461,20.34927177,20.80396461,20.33210564,18.87186241,18.16849518,19.90939713
"Rps28",20.53240967,20.11946297,20.28962708,19.72017097,20.15807724,19.57826614,19.92201614,20.232687,19.17108917,18.36785889,20.63652992,19.42174911,18.62531662,19.74881554,19.86856651,19.29416656
"Shmt1",17.04569626,16.5737648,16.39235115,16.68058014,16.81890678,17.12777328,16.45195198,16.30766296,17.30162048,17.8741169,17.86556435,16.35669327,16.65060234,17.49373055,16.74583244,17.30090714
"Dnmt3a",16.31025696,15.15872765,17.38093376,16.81603432,16.9903698,17.02106667,16.05830956,14.45830536,17.37898827,14.87132359,17.46833801,13.98835945,15.63432884,16.66275215,14.54788876,16.38463211
"Csnk2b;Csnk2b-Ly6g5b",17.62770462,17.90559769,17.47722054,18.00228691,17.75100708,18.42689514,15.40756607,17.21769333,17.76415825,18.82668495,18.95085716,18.25437355,16.46902084,17.82637405,17.36981964,18.10236549
"Bicc1",18.21967888,19.55146027,18.5849781,19.19330406,18.11003494,18.98690224,18.22910118,18.15555954,18.79829407,19.12772179,13.85872936,19.62490654,19.72115517,18.10538673,18.32702637,18.82242775
"Zc3h18",16.3179245,16.77339745,15.92239857,16.66247368,15.21055698,15.62593746,13.64645386,16.31178284,16.2193203,14.45571232,17.3888588,17.48895454,17.64990234,15.14043045,14.44004917,17.09805298
"Ctsa",18.87609673,19.87017822,19.6937561,19.57294846,18.35737228,19.78921509,19.11753654,19.77098083,19.40420151,20.37220192,19.89365196,18.39079094,18.87201309,20.42326736,19.42971802,19.16277885
"Siglec1",14.87843418,15.80279446,15.25609779,15.32446194,14.52649879,14.55272865,16.04148865,17.70015526,15.28875828,15.50804234,14.56866837,14.87589359,15.59572411,16.20130157,14.52698803,16.14106941
"Vps16",14.95800877,12.97263336,15.49066257,15.91786194,15.34824371,15.84357738,14.33441353,15.40137959,15.28182125,17.03509903,15.52313328,14.28682804,15.18107414,15.27932072,14.87414169,15.30499268
"Rpf2",16.16982651,15.09147644,14.27895737,15.19425678,14.83733463,14.91373062,13.61446762,16.61783981,14.75488758,14.61217785,15.24477291,14.73552895,15.42213058,13.43694782,13.57509041,15.63857746
"Supt16h;Supt16",17.59972382,16.45710754,17.20762444,16.74596405,17.47650909,16.67604065,17.3502655,17.36487007,17.80668831,17.60754776,18.17006111,17.61561584,17.04131699,17.40374374,17.41187477,16.99014854
"Mtss1",15.6128397,15.64751434,16.66233444,14.60917854,15.3625946,15.4493103,15.84473038,14.47706223,16.95685196,15.79083252,17.6580162,15.50509834,16.17311096,14.86549187,16.85817528,14.7875967
